Census Tract,CES 4.0 Score,CES 4.0 Percentile,CES 4.0 Percentile Range,Total Population,Children < 10 years (%),Pop 10-64 years (%),Elderly > 64 years (%),Hispanic (%),White (%),African American (%),Native American (%),Asian American (%),Other/Multiple (%),County
6001433103,32.972406730940698,64.006555723651005,60-65%,3523,9.99,83.22,6.78,42.95,13.71,16.58,0.57,24.64,1.56,Alameda County
6001433104,31.384971237749099,61.283408976298503,60-65%,3724,10.23,70.54,19.23,29.86,28.49,21.78,0.64,12.11,7.12,Alameda County
6001433200,43.019228144366402,79.525970751386794,75-80%,7991,15.4,73.18,11.41,28.66,17.47,12.11,0.48,36.75,4.53,Alameda County
6001433300,39.632134666971503,74.357034795763994,70-75%,7761,9.26,74.53,16.21,23.45,26.66,0.27,0,47.01,2.6,Alameda County
6001433400,20.662728927701899,39.208270297528998,35-40%,5934,6.74,72.4,20.86,9.03,16.48,9.29,1.31,58.66,5.22,Alameda County
6001433500,22.428037351303299,43.116490166414501,40-45%,4830,11.47,72.88,15.65,22.67,26.46,4.22,0,46.64,0,Alameda County
6001433600,33.328999318898703,64.624306606152302,60-65%,6094,11.6,76.8,11.6,17.69,23.12,8.71,2,42.78,5.69,Alameda County
6001433700,31.922271640081199,62.266767523953597,60-65%,3503,11.3,83.44,5.25,57.49,13.05,5.31,0.74,18.7,4.71,Alameda County
6001433800,31.9230461636804,62.279374684821001,60-65%,8179,9.93,78.51,11.57,44.81,9.38,7.76,0.23,37.23,0.59,Alameda County
6001433900,36.086120682852503,69.288956127080198,65-70%,7685,15.84,77.62,6.55,40.62,10.72,22.32,0.09,17.25,8.99,Alameda County
6001434000,36.421152563761801,69.768028240040394,65-70%,5334,17.36,73.08,9.56,46.63,13.67,16.31,0.37,18.8,4.22,Alameda County
6001435102,8.3544405741807708,9.2788703983862799,5-10%,6189,6.4,79.95,13.65,29.44,27.53,13.96,0.53,23.33,5.2,Alameda County
6001435103,6.1771505208485804,5.0428643469490702,5-10%,7420,8.81,76.81,14.38,10.81,29.35,7.45,0,44.39,7.99,Alameda County
6001435104,32.385650954649698,63.149268784669701,60-65%,6117,15.11,75.66,9.24,38.56,14.34,11,0.36,28.04,7.7,Alameda County
6001435200,15.564827025352701,26.828038325769,25-30%,4659,11.57,71.54,16.89,27.39,22.41,19.77,0.24,23.78,6.42,Alameda County
6001435300,19.5282153311325,36.270801815431199,35-40%,4739,7.55,79.76,12.68,27.12,25.03,23.13,0.15,21.27,3.31,Alameda County
6001435400,33.370202514009499,64.712556732223902,60-65%,4538,12.67,74.44,12.89,23.75,21.84,27.04,0.4,20.29,6.68,Alameda County
6001435500,38.544155368507198,72.932425617750894,70-75%,3983,9.04,76.8,14.16,41.43,29.1,11.45,0.5,14.58,2.94,Alameda County
6001435601,33.169099113384,64.397377710539601,60-65%,5662,15.63,78.03,6.34,57.26,11.11,12.7,0.07,15.51,3.36,Alameda County
6001435602,22.312952248997799,42.763489662128102,40-45%,5453,13.11,75.9,10.98,56.89,23.88,6.64,0.11,11.21,1.28,Alameda County
6001435700,32.1470887587341,62.670196671709498,60-65%,5231,9.92,74.4,15.68,47.47,21.33,11.36,0.1,16.99,2.75,Alameda County
6001435800,26.144676415988101,51.222894604135099,50-55%,5543,11.6,76.71,11.69,43.12,22.61,1.23,0,27.91,5.14,Alameda County
6001435900,26.2454316404752,51.399394856278398,50-55%,5371,11.02,74.27,14.71,32.95,28.62,3.44,0,32.06,2.92,Alameda County
6001436000,21.4200262675208,40.948058497226398,40-45%,5063,16.24,70.25,13.51,42.43,29.75,0.85,0.63,24.49,1.86,Alameda County
6001436100,24.202114685006599,47.138174483106397,45-50%,5977,8.25,75.62,16.13,41.53,20.55,3.51,0.49,29.18,4.75,Alameda County
6001436200,36.651081766277002,70.057992939989902,70-75%,4266,19.5,69.76,10.74,57.55,10.62,16.46,0,12.09,3.28,Alameda County
6001436300,32.643528082849699,63.527483610690901,60-65%,9444,11.5,77.03,11.47,48.17,13.13,9.71,0.24,26.97,1.78,Alameda County
6001436401,18.6037575001242,34.215834594049397,30-35%,7173,10.25,74.15,15.6,20.61,34.85,14.43,0.13,23,6.98,Alameda County
6001436402,3.4898099951988599,1.0085728693898099,1-5% (lowest scores),2704,7.43,64.79,27.77,18.86,42.05,10.87,0,20.89,7.32,Alameda County
6001436500,29.693065649671301,58.119011598588003,55-60%,5375,13.19,81.1,5.71,44.56,14.87,9.58,0.07,25.12,5.8,Alameda County
6001436601,32.010980448129303,62.405446293494698,60-65%,6938,17.53,74.6,7.87,55.48,12.78,6.73,0,15.13,9.87,Alameda County
6001436602,34.516087891681202,66.742309631870896,65-70%,5113,15.76,75.87,8.37,48.46,10.44,13.73,0,24.21,3.15,Alameda County
6001436700,27.6809402781081,54.273827534039299,50-55%,3265,11.64,76.48,11.88,48.45,20.12,5.94,0,21.75,3.74,Alameda County
6001436800,34.603466465745697,66.906202723146706,65-70%,4382,11.71,78.37,9.93,45.94,12.05,13.46,0.87,25.08,2.6,Alameda County
6001436900,34.867148662672001,67.372667675239498,65-70%,6745,14.91,77.48,7.61,55.89,12.2,7.23,0.07,21.72,2.88,Alameda County
6001437000,31.465373711346899,61.422087745839598,60-65%,3493,7.62,76.9,15.49,44.03,18.04,5.67,0.29,27.94,4.04,Alameda County
6001437101,39.531463817127403,74.205748865355503,70-75%,7867,9.64,77.98,12.38,23.48,15.06,7.36,0.9,48.29,4.91,Alameda County
6001437102,32.987510392616997,64.069591527987896,60-65%,4521,10.46,71.91,17.63,29.4,11.72,7.9,0.15,41.87,8.96,Alameda County
6001437200,33.992749022956303,65.784165405950603,65-70%,7489,10.5,72.53,16.97,27.97,18.09,5.53,0.89,41.52,5.98,Alameda County
6001437300,36.842391477402998,70.347957639939494,70-75%,3277,10.28,77.27,12.45,38.11,13.82,12.3,0.03,30.21,5.52,Alameda County
6001437400,30.0908919257439,58.862834089762998,55-60%,3485,13.06,72.37,14.58,54.43,13.97,3.93,0.4,25.77,1.49,Alameda County
6001437500,25.1574211481384,49.104891578416499,45-50%,4531,15.96,74.99,9.05,66.06,13.68,2.87,0,16.58,0.82,Alameda County
6001437600,30.010451733202501,58.686333837619799,55-60%,3536,10.61,71.92,17.48,42.76,13.12,6.05,0,34.31,3.76,Alameda County
6001437701,27.743239431997502,54.387291981845699,50-55%,3773,15.56,79.62,4.82,59.13,9.28,12.88,1.38,15.13,2.2,Alameda County
6001437702,23.297738499820099,45.133635905194197,45-50%,4295,14.06,81.47,4.47,75.83,4.68,6.54,0.19,10.22,2.54,Alameda County
6001437800,21.308440315526301,40.582450832072603,40-45%,4997,8,78.37,13.63,39.08,19.45,2.9,0.96,33.78,3.82,Alameda County
6001437900,29.396274580217099,57.602118003025701,55-60%,2321,13.1,76.82,10.08,59.37,11.98,5.26,0.56,19.69,3.15,Alameda County
6001438000,19.829902331266101,37.027231467473499,35-40%,3952,11.26,81.15,7.59,26.97,27.23,8,0,33.5,4.3,Alameda County
6001438100,32.983681917631898,64.031770045385798,60-65%,8307,15.59,73.28,11.14,40.77,15.97,7.21,0.81,30.39,4.84,Alameda County
6001438201,29.2270706996344,57.2869389813414,55-60%,5144,11.86,73.68,14.46,62.09,7.83,6.42,0,18.5,5.15,Alameda County
6001438203,28.505781749959102,55.900151285930399,55-60%,3888,7.15,73.17,19.68,21.27,15.77,5.45,0,54.58,2.93,Alameda County
6001438204,26.656628671144201,52.3827534039334,50-55%,5838,7.69,73.06,19.25,32.8,12.92,6.18,0.65,40.89,6.56,Alameda County
6001438300,34.063761790208197,65.948058497226398,65-70%,3767,9.56,74.62,15.82,32.47,5.5,8.79,0,50.92,2.34,Alameda County
6001438400,28.643836790000201,56.202723146747402,55-60%,2757,13.82,73.16,13.02,31.41,17.3,9.14,0,39.57,2.58,Alameda County
6001440100,20.155534866676099,37.871911245587498,35-40%,2799,8,61.2,30.8,20.69,39.91,2.93,0.25,34.94,1.29,Alameda County
6001440200,32.260159749897397,62.871911245587498,60-65%,6125,13.26,78.99,7.76,69.68,3.53,6.69,0.15,19.04,0.91,Alameda County
6001440301,33.736373686588898,65.393343419062006,65-70%,7596,10.56,76.67,12.77,30.34,21.27,5.5,0.16,38.44,4.28,Alameda County
6001440304,16.243542164125,28.492183560262198,25-30%,5035,11.56,69.71,18.73,12.99,6.12,9.22,0,68.44,3.24,Alameda County
6001440305,9.5260471512465106,11.762481089258699,10-15%,4190,10.76,68.57,20.67,16.54,18.83,2.36,0.55,57.39,4.32,Alameda County
6001440306,16.091135309171602,28.113968734241102,25-30%,4322,9.37,75.91,14.72,7.73,12.42,4.1,0,69.99,5.76,Alameda County
6001440307,28.653615797683901,56.2153303076147,55-60%,4748,10.32,61.88,27.8,18.87,19.06,4.72,0.21,53.77,3.37,Alameda County
6001440308,30.7208337453906,60.148764498235003,60-65%,6171,8.01,73,18.99,26.8,15.38,3.22,0.05,49.27,5.28,Alameda County
6001440331,23.197881301878599,44.9193141704488,40-45%,3276,13.71,74.18,12.12,25.03,11.54,1.68,0.15,56.01,5.59,Alameda County
6001440332,12.9216327782181,20.335350479072101,20-25%,3505,10.7,74.75,14.55,8.19,8.82,1.83,0.49,75.58,5.11,Alameda County
6001440333,25.160066555235499,49.117498739283903,45-50%,2982,6,75.52,18.48,4.46,15.83,2.21,0.1,71.53,5.87,Alameda County
6001440334,16.131339213657998,28.2526475037821,25-30%,4414,8.27,75.58,16.15,13.98,14.5,9.56,0.16,57.36,4.44,Alameda County
6001440335,16.828512399956502,30.005042864346901,30-35%,7051,14.69,75.89,9.42,1.76,19.03,3.45,0.4,65.13,10.24,Alameda County
6001440336,20.777346001693399,39.485627836611201,35-40%,4437,10.41,73.88,15.71,18.39,18.1,8.72,0.63,50.78,3.38,Alameda County
6001441100,17.2532529229616,30.912758446797799,30-35%,4625,9.21,69.47,21.32,20.02,44.65,0.93,0.52,27.31,6.57,Alameda County
6001441200,18.393507201626502,33.648512355017701,30-35%,7277,15.51,70.81,13.67,18.58,35.29,4.67,0.3,34.9,6.25,Alameda County
6001441301,15.250830737089901,26.122037317196199,25-30%,3301,14.15,74.43,11.42,5.97,18.3,6.51,0.82,64.76,3.64,Alameda County
6001441302,9.6616711082233202,12.153303076147299,10-15%,5937,12.87,69.31,17.82,13.14,26.75,2.69,0.2,53.16,4.06,Alameda County
6001441401,13.2471992893568,21.028744326777598,20-25%,8082,17.09,69.03,13.88,9.96,20.56,1.15,0.31,62.7,5.31,Alameda County
6001441402,11.1392261395302,15.7589510842158,15-20%,5407,14.93,71.17,13.91,9.23,16.83,2.4,0.28,67.47,3.79,Alameda County
6001441501,6.2538326908657096,5.1941502773575401,5-10%,6546,9.35,73.75,16.9,8.1,12.68,2.38,0.29,71.45,5.1,Alameda County
6001441503,23.055216892997599,44.654563792234001,40-45%,8013,18.17,73.47,8.36,3.47,8.77,1.97,0.86,82.95,1.97,Alameda County
6001441521,10.485967292466199,14.056984367120499,10-15%,6175,12.68,72.24,15.08,7.16,16.19,1.59,0,71.2,3.85,Alameda County
6001441522,13.5245294944013,21.772566817952601,20-25%,5233,11.27,73.15,15.57,12.25,13.32,6.67,0.25,65.38,2.14,Alameda County
6001441523,11.9728120958949,17.851739788199701,15-20%,4418,19.31,76.28,4.41,6.43,11.72,2.35,0,77.46,2.04,Alameda County
6001441524,17.585639469549399,31.7952597075139,30-35%,4215,20.9,71.39,7.71,2.54,7.9,2.28,0,85.53,1.76,Alameda County
6001441601,13.2990227936565,21.243066061522899,20-25%,4982,12.89,71.02,16.1,16.82,27.54,9.03,0.32,43.38,2.91,Alameda County
6001441602,24.001454089838798,46.7473524962179,45-50%,8113,13.61,71.38,15.01,17.71,21.78,1.77,0,57.27,1.45,Alameda County
6001441700,18.809301430931701,34.770549672213797,30-35%,8527,14.78,74.97,10.25,20.3,25.19,4.14,0.3,46.7,3.37,Alameda County
6001441800,14.235017825934399,23.625819465456399,20-25%,7543,14.56,75.05,10.39,11.68,34.47,1.87,0.24,49.91,1.83,Alameda County
6001441921,13.0423148490549,20.637922339889101,20-25%,3909,10.41,81.25,8.34,25.74,16.35,6.7,1.89,41.52,7.8,Alameda County
6001441923,19.9487021613776,37.418053454362102,35-40%,6250,16.22,71.09,12.69,9.33,14.78,2.86,0.5,67.34,5.18,Alameda County
6001441924,14.2957748475089,23.814926878466999,20-25%,7481,14.74,74.46,10.8,11.82,18.02,2.93,0.43,62.13,4.68,Alameda County
6001441925,11.9435463278241,17.738275340393301,15-20%,7291,10.82,84.86,4.32,7.53,14.74,6.05,0.16,68.36,3.15,Alameda County
6001441926,21.1102684873443,40.179021684316702,40-45%,4595,18.87,77.24,3.9,32.95,8.68,3.83,0.52,49.55,4.46,Alameda County
6001441927,21.273913112797501,40.481593545133599,40-45%,4492,17.5,72.75,9.75,9.71,13.65,3.25,0.42,67.01,5.97,Alameda County
6001442000,6.0641071991718896,4.8159354513363599,1-5% (lowest scores),3419,9.71,74.47,15.82,7.9,15.24,0.09,0.53,74.03,2.22,Alameda County
6001442100,13.2562003727557,21.0791729702471,20-25%,5462,8.59,75.21,16.2,0.99,13.38,1.43,0.53,81.09,2.58,Alameda County
6001442200,11.0205389833312,15.532022188603101,15-20%,7473,11.87,70.43,17.7,5.99,19.24,1.42,0.33,71.27,1.74,Alameda County
6001442301,22.914352795293201,44.263741805345397,40-45%,5496,9.72,79.8,10.48,18.38,17.63,3.89,0.69,55.12,4.29,Alameda County
6001442302,16.9690944965519,30.421079172970199,30-35%,6366,14.53,73.88,11.59,11.39,17.22,5.01,0.36,60.3,5.72,Alameda County
6001442400,19.576639925989198,36.434694906707001,35-40%,6822,8.46,80.46,11.08,24.71,20.64,4.09,0.21,48.96,1.39,Alameda County
6001442500,23.2996704695238,45.146243066061501,45-50%,7374,9.55,76.13,14.32,23.39,16.98,3.39,0.57,49.51,6.16,Alameda County
6001442601,12.9162017204949,20.3101361573374,20-25%,4160,8.27,76.25,15.48,20.6,35.1,0.38,0,40.63,3.29,Alameda County
6001442602,16.4478944375435,28.908219868885499,25-30%,5059,14.41,75.09,10.5,27.89,33.7,3.62,0.08,30.92,3.8,Alameda County
6001442700,12.8916896442525,20.196671709531,20-25%,3048,12.89,71.95,15.16,15.35,36.88,5.05,0.36,39.37,2.99,Alameda County
6001442800,21.730953003369802,41.616238023197198,40-45%,2952,9.01,74.29,16.7,16.7,30.86,1.46,0.14,46.51,4.34,Alameda County
6001442900,18.300536593098499,33.484619263741799,30-35%,7761,12.36,74.8,12.85,17.03,26.49,3.8,1.37,49.26,2.05,Alameda County
6001443001,20.6348221111325,39.157841654059503,35-40%,2891,10.79,80.53,8.68,35.42,22.79,4.91,0.35,34.69,1.83,Alameda County
6001443002,25.4208545241348,49.735249621785201,45-50%,6930,9.9,77.66,12.44,17.49,17.29,2.99,0.17,58.31,3.75,Alameda County
6001443102,11.4179001022744,16.414523449319201,15-20%,5065,10.54,73.62,15.83,5.59,14.41,0.57,0,76.92,2.51,Alameda County
6001443103,8.4731560489603694,9.6192637418053408,5-10%,4107,10.35,72.02,17.63,3.34,11.03,0.19,0.71,81.74,2.99,Alameda County
6001443104,12.1768333737374,18.356026222894599,15-20%,5620,11.32,76.57,12.12,1.16,17.97,0.34,0,77.62,2.92,Alameda County
6001443105,14.483253602363099,24.306606152294499,20-25%,4785,8.69,75.76,15.55,2.45,13.94,1.55,0,79.37,2.7,Alameda County
6001443200,4.9136733010743701,2.9122541603630898,1-5% (lowest scores),4053,5.95,73.43,20.63,0.74,18.01,0,0.35,75.99,4.91,Alameda County
6001443301,16.7221876291505,29.677256681795299,25-30%,4355,12.74,74.03,13.23,8.77,25.46,1.45,0,59.89,4.43,Alameda County
6001443321,13.3886293865277,21.4447806354009,20-25%,3368,19.8,74.91,5.29,9.2,5.05,3.8,0,79.9,2.05,Alameda County
6001443322,12.888728975905799,20.184064548663599,20-25%,3308,14.6,72.49,12.91,4.53,19.17,1.63,0.67,70.71,3.3,Alameda County
6001444100,21.1276266931423,40.254664649520898,40-45%,7556,6.55,72.68,20.76,28.82,39.77,1.1,0.12,27.55,2.63,Alameda County
6001444200,17.126576267516299,30.622793746848199,30-35%,7112,10.42,77.02,12.56,33.34,19.35,5.43,0.69,36.11,5.09,Alameda County
6001444301,13.5558172812789,21.848209783156801,20-25%,3973,10.5,75.84,13.67,32.44,32.9,4.66,0,26.83,3.17,Alameda County
6001444302,24.806932715147401,48.323247604639398,45-50%,5185,11.42,78.69,9.89,39.75,14.19,4.55,0.52,38.35,2.64,Alameda County
6001444400,20.1284625239314,37.758446797781097,35-40%,5477,14.19,76.43,9.38,53.41,14.31,4.93,0.44,21.44,5.48,Alameda County
6001444500,32.853152127413097,63.716591023701497,60-65%,7518,12.6,79.22,8.18,47.58,18.45,4.08,0.15,26.56,3.18,Alameda County
6001444601,33.371815193183302,64.737771053958696,60-65%,5787,11.87,70.95,17.18,25.33,31.88,1.37,0.09,38.29,3.04,Alameda County
6001444602,18.354358060265898,33.598083711548199,30-35%,4563,14.99,76.31,8.7,11.51,15.95,5.96,0.11,63.79,2.67,Alameda County
6001450101,15.497875266346201,26.651538073625801,25-30%,5750,17.91,77.9,4.19,8.07,31.95,4.43,0.38,47.39,7.77,Alameda County
6001450102,14.1775447714635,23.4619263741805,20-25%,5664,14.83,78.07,7.1,17.62,24.75,6.36,1.29,41.83,8.16,Alameda County
6001450200,9.9111484356416799,12.708018154311601,10-15%,5244,17.37,73.34,9.29,10.37,41.9,3.13,0,38.87,5.74,Alameda County
6001450300,13.2529570867167,21.053958648512399,20-25%,5212,14.87,74.62,10.51,20.64,49.94,3.13,0.12,23.39,2.78,Alameda County
6001450400,16.647433390929098,29.475542107917299,25-30%,7286,13.41,74.44,12.15,13.9,48.34,3.34,0,27.13,7.29,Alameda County
6001450501,9.6234898817391592,12.0272314674735,10-15%,3156,13.21,72.37,14.42,8.9,59.54,0,0.63,25.57,5.35,Alameda County
6001450502,5.5437408912431003,3.9082198688855301,1-5% (lowest scores),5490,12.9,74.01,13.1,8.83,46.03,1.48,0.95,39.52,3.19,Alameda County
6001450601,6.5586963342076201,5.88754412506304,5-10%,3641,6.67,76.38,16.95,6.12,50.62,1.68,0.52,36.09,4.97,Alameda County
6001450602,20.303742946853401,38.237518910741301,35-40%,10265,8.88,76.36,14.76,8.24,50.94,2.67,0.1,34.58,3.47,Alameda County
6001450603,17.954794722596802,32.564296520423603,30-35%,5155,13.81,72.67,13.52,11.77,55.25,1.38,0.37,29.35,1.88,Alameda County
6001450604,6.2595510543663302,5.2571860816943996,5-10%,5505,8.61,75.62,15.77,9.46,58.2,0.53,0,27.67,4.14,Alameda County
6001450605,9.5396493125765698,11.7876954109934,10-15%,3893,9.89,71.82,18.29,9.2,61.98,0.92,0.05,25.66,2.18,Alameda County
6001450606,6.3203666261531,5.3706505295007601,5-10%,6254,11.62,74.24,14.13,6.16,60.19,0.64,0.66,28.14,4.22,Alameda County
6001450607,20.415654251155601,38.489662128088803,35-40%,5717,11.77,74.09,14.13,12.03,53.51,2.22,0,27.74,4.5,Alameda County
6001450701,6.1156920961741497,4.9546142208774597,1-5% (lowest scores),8596,8.93,75.4,15.67,6.18,55.83,2.07,0.12,32.21,3.59,Alameda County
6001450741,8.1379533798471595,8.8376197680282402,5-10%,5852,8.63,76.3,15.07,19.77,53.16,2.72,0.46,19.28,4.61,Alameda County
6001450742,6.6401952163848703,6.0010085728693898,5-10%,5436,10.17,73.16,16.67,10.08,58.19,0.59,0,25.63,5.52,Alameda County
6001450743,17.7040563525394,32.072617246596103,30-35%,6684,16.89,79.14,3.96,5.79,19.75,5.34,0.66,62.73,5.73,Alameda County
6001450744,13.022493030226601,20.574886535552199,20-25%,6273,11.02,67.93,21.06,7.22,56.16,1.1,0.67,31.37,3.48,Alameda County
6001450745,20.058539418852401,37.670196671709498,35-40%,6712,13.13,73.06,13.81,9.92,29.29,0.39,0.28,58.64,1.47,Alameda County
6001450746,9.8621795249767406,12.5441250630358,10-15%,3525,10.21,70.92,18.87,11.97,57.59,0.31,0,26.72,3.4,Alameda County
6001450750,11.578482129217299,16.805345436207801,15-20%,5630,17.34,73.06,9.61,9.34,24.44,7.37,0,54.81,4.03,Alameda County
6001450751,13.2143178826684,20.953101361573399,20-25%,11119,20.79,71.62,7.59,3.08,12,1.25,0.04,81.31,2.32,Alameda County
6001450752,15.513763205836399,26.739788199697401,25-30%,7343,15.84,77.23,6.93,7.39,20.7,4.63,0.08,62.94,4.25,Alameda County
6001451101,16.381997468362499,28.7191124558749,25-30%,8692,12.87,77.69,9.43,14.52,61.61,1.69,0.01,18.44,3.73,Alameda County
6001451102,3.63611010230751,1.1094301563287901,1-5% (lowest scores),4003,8.57,73.82,17.61,9.39,77.19,0.32,0.62,7.24,5.22,Alameda County
6001451201,16.0470856177947,27.9626828038326,25-30%,7695,15.28,75.93,8.78,20.26,57.6,1.26,0.38,14.96,5.55,Alameda County
6001451202,11.9129382383436,17.662632375189101,15-20%,5188,11.08,79.66,9.25,14.69,61.03,0.79,0.29,15.96,7.25,Alameda County
6001451300,13.263164135401601,21.129601613716599,20-25%,6903,12.85,75.47,11.68,19.63,63.41,1.38,0,9.01,6.58,Alameda County
6001451401,18.777302085151899,34.694906707009601,30-35%,6191,12.26,70.26,17.48,20.37,56.84,5.44,0,13.25,4.1,Alameda County
6001451403,10.025873718456801,13.010590015128599,10-15%,2308,16.07,70.23,13.69,27.82,56.41,1.56,0,8.93,5.29,Alameda County
6001451404,20.506744389526901,38.804841149773097,35-40%,7094,15.05,76.77,8.18,47.55,39.27,4.51,0.04,6.17,2.45,Alameda County
6001451501,18.895218353463399,34.921835602622302,30-35%,4693,14.36,67.8,17.84,16.26,67.44,0.89,0.11,9.38,5.92,Alameda County
6001451503,12.573417110346099,19.364599092284401,15-20%,6182,14.36,72.5,13.13,15.35,63.04,1.83,0.08,14.04,5.66,Alameda County
6001451504,11.7037970375606,17.082702975290001,15-20%,1709,16.38,69.98,13.63,19.08,54.53,0.99,0,23.93,1.46,Alameda County
6001451505,5.6524183314105603,4.0342914775592504,1-5% (lowest scores),3418,10.09,74.78,15.13,13.96,75.51,0.97,0.29,7.69,1.58,Alameda County
6001451506,16.1492096146557,28.315683308118999,25-30%,3385,15.57,72.88,11.55,40.12,43.93,5.91,0,8.27,1.77,Alameda County
6001451601,11.246867379228,16.036308623298002,15-20%,5362,9.98,73.55,16.47,10.67,78.25,0.17,0,9.2,1.72,Alameda County
6001451602,12.648623579424401,19.5410993444276,15-20%,6809,11.54,63.42,25.04,16.42,69.38,1.85,0.15,6.84,5.36,Alameda County
6001451701,7.8714531357597899,8.2702975289964709,5-10%,3112,12.21,74.55,13.24,14.65,71.66,1.09,0.16,6.43,6.01,Alameda County
6001451703,6.3396208006633996,5.4210791729702503,5-10%,4080,12.82,73.24,13.95,19.36,58.97,0,0.32,16.96,4.39,Alameda County
6001451704,7.2851958177079501,7.26172465960666,5-10%,4519,11.24,69.09,19.67,13.19,72.25,0.38,0.22,9.63,4.34,Alameda County
6001981900,NA,NA,NA,58,0,100,0,13.79,86.21,0,0,0,0,Alameda County
6001982000,NA,NA,NA,63,22.22,77.78,0,12.7,15.87,36.51,3.17,31.75,0,Alameda County
6001983200,28.196005020825101,55.320221886031298,55-60%,583,2.57,85.59,11.84,8.06,52.83,9.09,1.54,24.18,4.29,Alameda County
6003010000,13.6151637006617,21.999495713565299,20-25%,1039,9.05,61.02,29.93,12.51,53.03,0.87,30.22,0.96,2.41,Alpine County
