county,age_cat,sex,race7,pop
Alameda County,0-17,FEMALE,1,2607
Alameda County,0-17,FEMALE,2,901
Alameda County,0-17,FEMALE,3,38
Alameda County,0-17,FEMALE,4,1818
Alameda County,0-17,FEMALE,5,57
Alameda County,0-17,FEMALE,6,684
Alameda County,0-17,FEMALE,7,2225
Alameda County,0-17,FEMALE,1,2657
Alameda County,0-17,FEMALE,2,955
Alameda County,0-17,FEMALE,3,31
Alameda County,0-17,FEMALE,4,1742
Alameda County,0-17,FEMALE,5,56
Alameda County,0-17,FEMALE,6,668
Alameda County,0-17,FEMALE,7,2173
Alameda County,0-17,FEMALE,1,2642
Alameda County,0-17,FEMALE,2,953
Alameda County,0-17,FEMALE,3,38
Alameda County,0-17,FEMALE,4,1882
Alameda County,0-17,FEMALE,5,50
Alameda County,0-17,FEMALE,6,650
Alameda County,0-17,FEMALE,7,2042
Alameda County,0-17,FEMALE,1,2579
Alameda County,0-17,FEMALE,2,918
Alameda County,0-17,FEMALE,3,38
Alameda County,0-17,FEMALE,4,1824
Alameda County,0-17,FEMALE,5,54
Alameda County,0-17,FEMALE,6,626
Alameda County,0-17,FEMALE,7,2173
Alameda County,0-17,FEMALE,1,2549
Alameda County,0-17,FEMALE,2,717
Alameda County,0-17,FEMALE,3,28
Alameda County,0-17,FEMALE,4,2473
Alameda County,0-17,FEMALE,5,60
Alameda County,0-17,FEMALE,6,676
Alameda County,0-17,FEMALE,7,2224
Alameda County,0-17,FEMALE,1,2866
Alameda County,0-17,FEMALE,2,763
Alameda County,0-17,FEMALE,3,17
Alameda County,0-17,FEMALE,4,2449
Alameda County,0-17,FEMALE,5,61
Alameda County,0-17,FEMALE,6,686
Alameda County,0-17,FEMALE,7,2716
Alameda County,0-17,FEMALE,1,2930
Alameda County,0-17,FEMALE,2,784
Alameda County,0-17,FEMALE,3,28
Alameda County,0-17,FEMALE,4,2493
Alameda County,0-17,FEMALE,5,73
Alameda County,0-17,FEMALE,6,679
Alameda County,0-17,FEMALE,7,2856
Alameda County,0-17,FEMALE,1,2822
Alameda County,0-17,FEMALE,2,823
Alameda County,0-17,FEMALE,3,27
Alameda County,0-17,FEMALE,4,2372
Alameda County,0-17,FEMALE,5,77
Alameda County,0-17,FEMALE,6,626
Alameda County,0-17,FEMALE,7,2670
Alameda County,0-17,FEMALE,1,2828
Alameda County,0-17,FEMALE,2,896
Alameda County,0-17,FEMALE,3,36
Alameda County,0-17,FEMALE,4,2277
Alameda County,0-17,FEMALE,5,68
Alameda County,0-17,FEMALE,6,631
Alameda County,0-17,FEMALE,7,2643
Alameda County,0-17,FEMALE,1,2832
Alameda County,0-17,FEMALE,2,927
Alameda County,0-17,FEMALE,3,35
Alameda County,0-17,FEMALE,4,2190
Alameda County,0-17,FEMALE,5,82
Alameda County,0-17,FEMALE,6,641
Alameda County,0-17,FEMALE,7,2517
Alameda County,0-17,FEMALE,1,2705
Alameda County,0-17,FEMALE,2,903
Alameda County,0-17,FEMALE,3,28
Alameda County,0-17,FEMALE,4,1999
Alameda County,0-17,FEMALE,5,82
Alameda County,0-17,FEMALE,6,590
Alameda County,0-17,FEMALE,7,2665
Alameda County,0-17,FEMALE,1,2718
Alameda County,0-17,FEMALE,2,1054
Alameda County,0-17,FEMALE,3,33
Alameda County,0-17,FEMALE,4,1965
Alameda County,0-17,FEMALE,5,77
Alameda County,0-17,FEMALE,6,559
Alameda County,0-17,FEMALE,7,2652
Alameda County,0-17,FEMALE,1,2147
Alameda County,0-17,FEMALE,2,968
Alameda County,0-17,FEMALE,3,40
Alameda County,0-17,FEMALE,4,2131
Alameda County,0-17,FEMALE,5,73
Alameda County,0-17,FEMALE,6,711
Alameda County,0-17,FEMALE,7,3076
Alameda County,0-17,FEMALE,1,1968
Alameda County,0-17,FEMALE,2,951
Alameda County,0-17,FEMALE,3,26
Alameda County,0-17,FEMALE,4,2141
Alameda County,0-17,FEMALE,5,71
Alameda County,0-17,FEMALE,6,802
Alameda County,0-17,FEMALE,7,3071
Alameda County,0-17,FEMALE,1,1944
Alameda County,0-17,FEMALE,2,1027
Alameda County,0-17,FEMALE,3,20
Alameda County,0-17,FEMALE,4,2312
Alameda County,0-17,FEMALE,5,71
Alameda County,0-17,FEMALE,6,744
Alameda County,0-17,FEMALE,7,3182
Alameda County,0-17,FEMALE,1,2435
Alameda County,0-17,FEMALE,2,1187
Alameda County,0-17,FEMALE,3,22
Alameda County,0-17,FEMALE,4,2523
Alameda County,0-17,FEMALE,5,97
Alameda County,0-17,FEMALE,6,647
Alameda County,0-17,FEMALE,7,3221
Alameda County,0-17,FEMALE,1,2386
Alameda County,0-17,FEMALE,2,1136
Alameda County,0-17,FEMALE,3,24
Alameda County,0-17,FEMALE,4,2360
Alameda County,0-17,FEMALE,5,84
Alameda County,0-17,FEMALE,6,693
Alameda County,0-17,FEMALE,7,3098
Alameda County,0-17,FEMALE,1,2385
Alameda County,0-17,FEMALE,2,1236
Alameda County,0-17,FEMALE,3,27
Alameda County,0-17,FEMALE,4,2518
Alameda County,0-17,FEMALE,5,104
Alameda County,0-17,FEMALE,6,667
Alameda County,0-17,FEMALE,7,3012
Alameda County,18-44,FEMALE,1,2846
Alameda County,18-44,FEMALE,2,1306
Alameda County,18-44,FEMALE,3,37
Alameda County,18-44,FEMALE,4,2833
Alameda County,18-44,FEMALE,5,112
Alameda County,18-44,FEMALE,6,753
Alameda County,18-44,FEMALE,7,3415
Alameda County,18-44,FEMALE,1,3056
Alameda County,18-44,FEMALE,2,1329
Alameda County,18-44,FEMALE,3,28
Alameda County,18-44,FEMALE,4,3077
Alameda County,18-44,FEMALE,5,101
Alameda County,18-44,FEMALE,6,828
Alameda County,18-44,FEMALE,7,3460
Alameda County,18-44,FEMALE,1,2961
Alameda County,18-44,FEMALE,2,1358
Alameda County,18-44,FEMALE,3,33
Alameda County,18-44,FEMALE,4,3047
Alameda County,18-44,FEMALE,5,91
Alameda County,18-44,FEMALE,6,782
Alameda County,18-44,FEMALE,7,3639
Alameda County,18-44,FEMALE,1,2943
Alameda County,18-44,FEMALE,2,1315
Alameda County,18-44,FEMALE,3,26
Alameda County,18-44,FEMALE,4,2957
Alameda County,18-44,FEMALE,5,104
Alameda County,18-44,FEMALE,6,807
Alameda County,18-44,FEMALE,7,3593
Alameda County,18-44,FEMALE,1,2881
Alameda County,18-44,FEMALE,2,1364
Alameda County,18-44,FEMALE,3,30
Alameda County,18-44,FEMALE,4,3023
Alameda County,18-44,FEMALE,5,97
Alameda County,18-44,FEMALE,6,803
Alameda County,18-44,FEMALE,7,3580
Alameda County,18-44,FEMALE,1,2837
Alameda County,18-44,FEMALE,2,1358
Alameda County,18-44,FEMALE,3,33
Alameda County,18-44,FEMALE,4,2931
Alameda County,18-44,FEMALE,5,94
Alameda County,18-44,FEMALE,6,834
Alameda County,18-44,FEMALE,7,3488
Alameda County,18-44,FEMALE,1,2950
Alameda County,18-44,FEMALE,2,1420
Alameda County,18-44,FEMALE,3,20
Alameda County,18-44,FEMALE,4,2976
Alameda County,18-44,FEMALE,5,118
Alameda County,18-44,FEMALE,6,881
Alameda County,18-44,FEMALE,7,3713
Alameda County,18-44,FEMALE,1,3218
Alameda County,18-44,FEMALE,2,1482
Alameda County,18-44,FEMALE,3,17
Alameda County,18-44,FEMALE,4,2814
Alameda County,18-44,FEMALE,5,100
Alameda County,18-44,FEMALE,6,740
Alameda County,18-44,FEMALE,7,3338
Alameda County,18-44,FEMALE,1,3421
Alameda County,18-44,FEMALE,2,1427
Alameda County,18-44,FEMALE,3,35
Alameda County,18-44,FEMALE,4,2912
Alameda County,18-44,FEMALE,5,135
Alameda County,18-44,FEMALE,6,706
Alameda County,18-44,FEMALE,7,3278
Alameda County,18-44,FEMALE,1,3457
Alameda County,18-44,FEMALE,2,1602
Alameda County,18-44,FEMALE,3,38
Alameda County,18-44,FEMALE,4,2719
Alameda County,18-44,FEMALE,5,111
Alameda County,18-44,FEMALE,6,629
Alameda County,18-44,FEMALE,7,3095
Alameda County,18-44,FEMALE,1,3464
Alameda County,18-44,FEMALE,2,1547
Alameda County,18-44,FEMALE,3,37
Alameda County,18-44,FEMALE,4,2731
Alameda County,18-44,FEMALE,5,115
Alameda County,18-44,FEMALE,6,615
Alameda County,18-44,FEMALE,7,3119
Alameda County,18-44,FEMALE,1,3727
Alameda County,18-44,FEMALE,2,1562
Alameda County,18-44,FEMALE,3,39
Alameda County,18-44,FEMALE,4,2913
Alameda County,18-44,FEMALE,5,112
Alameda County,18-44,FEMALE,6,617
Alameda County,18-44,FEMALE,7,3070
Alameda County,18-44,FEMALE,1,3782
Alameda County,18-44,FEMALE,2,1534
Alameda County,18-44,FEMALE,3,42
Alameda County,18-44,FEMALE,4,3113
Alameda County,18-44,FEMALE,5,114
Alameda County,18-44,FEMALE,6,645
Alameda County,18-44,FEMALE,7,3030
Alameda County,18-44,FEMALE,1,3656
Alameda County,18-44,FEMALE,2,1420
Alameda County,18-44,FEMALE,3,29
Alameda County,18-44,FEMALE,4,3256
Alameda County,18-44,FEMALE,5,90
Alameda County,18-44,FEMALE,6,566
Alameda County,18-44,FEMALE,7,2827
Alameda County,18-44,FEMALE,1,3774
Alameda County,18-44,FEMALE,2,1392
Alameda County,18-44,FEMALE,3,38
Alameda County,18-44,FEMALE,4,3372
Alameda County,18-44,FEMALE,5,85
Alameda County,18-44,FEMALE,6,525
Alameda County,18-44,FEMALE,7,2724
Alameda County,18-44,FEMALE,1,3706
Alameda County,18-44,FEMALE,2,1338
Alameda County,18-44,FEMALE,3,30
Alameda County,18-44,FEMALE,4,3264
Alameda County,18-44,FEMALE,5,115
Alameda County,18-44,FEMALE,6,522
Alameda County,18-44,FEMALE,7,2697
Alameda County,18-44,FEMALE,1,3752
Alameda County,18-44,FEMALE,2,1356
Alameda County,18-44,FEMALE,3,49
Alameda County,18-44,FEMALE,4,3078
Alameda County,18-44,FEMALE,5,102
Alameda County,18-44,FEMALE,6,508
Alameda County,18-44,FEMALE,7,2779
Alameda County,18-44,FEMALE,1,3775
Alameda County,18-44,FEMALE,2,1321
Alameda County,18-44,FEMALE,3,40
Alameda County,18-44,FEMALE,4,2903
Alameda County,18-44,FEMALE,5,92
Alameda County,18-44,FEMALE,6,468
Alameda County,18-44,FEMALE,7,2665
Alameda County,18-44,FEMALE,1,3719
Alameda County,18-44,FEMALE,2,1289
Alameda County,18-44,FEMALE,3,46
Alameda County,18-44,FEMALE,4,2792
Alameda County,18-44,FEMALE,5,108
Alameda County,18-44,FEMALE,6,455
Alameda County,18-44,FEMALE,7,2551
Alameda County,18-44,FEMALE,1,4194
Alameda County,18-44,FEMALE,2,1348
Alameda County,18-44,FEMALE,3,40
Alameda County,18-44,FEMALE,4,3344
Alameda County,18-44,FEMALE,5,109
Alameda County,18-44,FEMALE,6,502
Alameda County,18-44,FEMALE,7,2879
Alameda County,18-44,FEMALE,1,4107
Alameda County,18-44,FEMALE,2,1386
Alameda County,18-44,FEMALE,3,59
Alameda County,18-44,FEMALE,4,3479
Alameda County,18-44,FEMALE,5,106
Alameda County,18-44,FEMALE,6,498
Alameda County,18-44,FEMALE,7,2971
Alameda County,18-44,FEMALE,1,4005
Alameda County,18-44,FEMALE,2,1329
Alameda County,18-44,FEMALE,3,37
Alameda County,18-44,FEMALE,4,3482
Alameda County,18-44,FEMALE,5,104
Alameda County,18-44,FEMALE,6,486
Alameda County,18-44,FEMALE,7,2997
Alameda County,18-44,FEMALE,1,3915
Alameda County,18-44,FEMALE,2,1425
Alameda County,18-44,FEMALE,3,51
Alameda County,18-44,FEMALE,4,3609
Alameda County,18-44,FEMALE,5,117
Alameda County,18-44,FEMALE,6,476
Alameda County,18-44,FEMALE,7,3098
Alameda County,18-44,FEMALE,1,3658
Alameda County,18-44,FEMALE,2,1353
Alameda County,18-44,FEMALE,3,46
Alameda County,18-44,FEMALE,4,3478
Alameda County,18-44,FEMALE,5,90
Alameda County,18-44,FEMALE,6,453
Alameda County,18-44,FEMALE,7,2977
Alameda County,18-44,FEMALE,1,3770
Alameda County,18-44,FEMALE,2,1433
Alameda County,18-44,FEMALE,3,39
Alameda County,18-44,FEMALE,4,3615
Alameda County,18-44,FEMALE,5,108
Alameda County,18-44,FEMALE,6,406
Alameda County,18-44,FEMALE,7,3018
Alameda County,18-44,FEMALE,1,3323
Alameda County,18-44,FEMALE,2,1326
Alameda County,18-44,FEMALE,3,32
Alameda County,18-44,FEMALE,4,3473
Alameda County,18-44,FEMALE,5,100
Alameda County,18-44,FEMALE,6,425
Alameda County,18-44,FEMALE,7,2643
Alameda County,18-44,FEMALE,1,3268
Alameda County,18-44,FEMALE,2,1325
Alameda County,18-44,FEMALE,3,30
Alameda County,18-44,FEMALE,4,3416
Alameda County,18-44,FEMALE,5,97
Alameda County,18-44,FEMALE,6,396
Alameda County,18-44,FEMALE,7,2785
Alameda County,45-64,FEMALE,1,3172
Alameda County,45-64,FEMALE,2,1266
Alameda County,45-64,FEMALE,3,29
Alameda County,45-64,FEMALE,4,3496
Alameda County,45-64,FEMALE,5,89
Alameda County,45-64,FEMALE,6,404
Alameda County,45-64,FEMALE,7,2747
Alameda County,45-64,FEMALE,1,3127
Alameda County,45-64,FEMALE,2,1223
Alameda County,45-64,FEMALE,3,34
Alameda County,45-64,FEMALE,4,3523
Alameda County,45-64,FEMALE,5,92
Alameda County,45-64,FEMALE,6,343
Alameda County,45-64,FEMALE,7,2634
Alameda County,45-64,FEMALE,1,3288
Alameda County,45-64,FEMALE,2,1342
Alameda County,45-64,FEMALE,3,30
Alameda County,45-64,FEMALE,4,3707
Alameda County,45-64,FEMALE,5,88
Alameda County,45-64,FEMALE,6,352
Alameda County,45-64,FEMALE,7,2642
Alameda County,45-64,FEMALE,1,3090
Alameda County,45-64,FEMALE,2,1244
Alameda County,45-64,FEMALE,3,30
Alameda County,45-64,FEMALE,4,3648
Alameda County,45-64,FEMALE,5,96
Alameda County,45-64,FEMALE,6,347
Alameda County,45-64,FEMALE,7,2663
Alameda County,45-64,FEMALE,1,3077
Alameda County,45-64,FEMALE,2,1218
Alameda County,45-64,FEMALE,3,26
Alameda County,45-64,FEMALE,4,3691
Alameda County,45-64,FEMALE,5,94
Alameda County,45-64,FEMALE,6,337
Alameda County,45-64,FEMALE,7,2663
Alameda County,45-64,FEMALE,1,3301
Alameda County,45-64,FEMALE,2,1254
Alameda County,45-64,FEMALE,3,24
Alameda County,45-64,FEMALE,4,3569
Alameda County,45-64,FEMALE,5,86
Alameda County,45-64,FEMALE,6,368
Alameda County,45-64,FEMALE,7,2557
Alameda County,45-64,FEMALE,1,3619
Alameda County,45-64,FEMALE,2,1369
Alameda County,45-64,FEMALE,3,34
Alameda County,45-64,FEMALE,4,3530
Alameda County,45-64,FEMALE,5,77
Alameda County,45-64,FEMALE,6,351
Alameda County,45-64,FEMALE,7,2400
Alameda County,45-64,FEMALE,1,3859
Alameda County,45-64,FEMALE,2,1517
Alameda County,45-64,FEMALE,3,31
Alameda County,45-64,FEMALE,4,3626
Alameda County,45-64,FEMALE,5,105
Alameda County,45-64,FEMALE,6,326
Alameda County,45-64,FEMALE,7,2461
Alameda County,45-64,FEMALE,1,3668
Alameda County,45-64,FEMALE,2,1265
Alameda County,45-64,FEMALE,3,39
Alameda County,45-64,FEMALE,4,3355
Alameda County,45-64,FEMALE,5,94
Alameda County,45-64,FEMALE,6,324
Alameda County,45-64,FEMALE,7,2311
Alameda County,45-64,FEMALE,1,3479
Alameda County,45-64,FEMALE,2,1184
Alameda County,45-64,FEMALE,3,28
Alameda County,45-64,FEMALE,4,3184
Alameda County,45-64,FEMALE,5,101
Alameda County,45-64,FEMALE,6,301
Alameda County,45-64,FEMALE,7,2062
Alameda County,45-64,FEMALE,1,3451
Alameda County,45-64,FEMALE,2,1240
Alameda County,45-64,FEMALE,3,30
Alameda County,45-64,FEMALE,4,2906
Alameda County,45-64,FEMALE,5,80
Alameda County,45-64,FEMALE,6,282
Alameda County,45-64,FEMALE,7,2057
Alameda County,45-64,FEMALE,1,3521
Alameda County,45-64,FEMALE,2,1346
Alameda County,45-64,FEMALE,3,36
Alameda County,45-64,FEMALE,4,2978
Alameda County,45-64,FEMALE,5,81
Alameda County,45-64,FEMALE,6,285
Alameda County,45-64,FEMALE,7,2009
Alameda County,45-64,FEMALE,1,3908
Alameda County,45-64,FEMALE,2,1441
Alameda County,45-64,FEMALE,3,31
Alameda County,45-64,FEMALE,4,3047
Alameda County,45-64,FEMALE,5,98
Alameda County,45-64,FEMALE,6,295
Alameda County,45-64,FEMALE,7,2098
Alameda County,45-64,FEMALE,1,4063
Alameda County,45-64,FEMALE,2,1482
Alameda County,45-64,FEMALE,3,46
Alameda County,45-64,FEMALE,4,3132
Alameda County,45-64,FEMALE,5,81
Alameda County,45-64,FEMALE,6,279
Alameda County,45-64,FEMALE,7,1941
Alameda County,45-64,FEMALE,1,3884
Alameda County,45-64,FEMALE,2,1404
Alameda County,45-64,FEMALE,3,43
Alameda County,45-64,FEMALE,4,3220
Alameda County,45-64,FEMALE,5,97
Alameda County,45-64,FEMALE,6,298
Alameda County,45-64,FEMALE,7,1839
Alameda County,45-64,FEMALE,1,4171
Alameda County,45-64,FEMALE,2,1343
Alameda County,45-64,FEMALE,3,32
Alameda County,45-64,FEMALE,4,2902
Alameda County,45-64,FEMALE,5,98
Alameda County,45-64,FEMALE,6,251
Alameda County,45-64,FEMALE,7,1865
Alameda County,45-64,FEMALE,1,4237
Alameda County,45-64,FEMALE,2,1451
Alameda County,45-64,FEMALE,3,37
Alameda County,45-64,FEMALE,4,2759
Alameda County,45-64,FEMALE,5,94
Alameda County,45-64,FEMALE,6,278
Alameda County,45-64,FEMALE,7,1814
Alameda County,45-64,FEMALE,1,4302
Alameda County,45-64,FEMALE,2,1458
Alameda County,45-64,FEMALE,3,43
Alameda County,45-64,FEMALE,4,2953
Alameda County,45-64,FEMALE,5,97
Alameda County,45-64,FEMALE,6,210
Alameda County,45-64,FEMALE,7,1679
Alameda County,45-64,FEMALE,1,4209
Alameda County,45-64,FEMALE,2,1318
Alameda County,45-64,FEMALE,3,34
Alameda County,45-64,FEMALE,4,2774
Alameda County,45-64,FEMALE,5,88
Alameda County,45-64,FEMALE,6,250
Alameda County,45-64,FEMALE,7,1612
Alameda County,45-64,FEMALE,1,4233
Alameda County,45-64,FEMALE,2,1403
Alameda County,45-64,FEMALE,3,35
Alameda County,45-64,FEMALE,4,2704
Alameda County,45-64,FEMALE,5,89
Alameda County,45-64,FEMALE,6,220
Alameda County,45-64,FEMALE,7,1469
Alameda County,65+,FEMALE,1,4204
Alameda County,65+,FEMALE,2,1306
Alameda County,65+,FEMALE,3,28
Alameda County,65+,FEMALE,4,2638
Alameda County,65+,FEMALE,5,72
Alameda County,65+,FEMALE,6,245
Alameda County,65+,FEMALE,7,1422
Alameda County,65+,FEMALE,1,4137
Alameda County,65+,FEMALE,2,1276
Alameda County,65+,FEMALE,3,25
Alameda County,65+,FEMALE,4,2535
Alameda County,65+,FEMALE,5,79
Alameda County,65+,FEMALE,6,219
Alameda County,65+,FEMALE,7,1345
Alameda County,65+,FEMALE,1,4118
Alameda County,65+,FEMALE,2,1279
Alameda County,65+,FEMALE,3,36
Alameda County,65+,FEMALE,4,2616
Alameda County,65+,FEMALE,5,71
Alameda County,65+,FEMALE,6,201
Alameda County,65+,FEMALE,7,1346
Alameda County,65+,FEMALE,1,4005
Alameda County,65+,FEMALE,2,1188
Alameda County,65+,FEMALE,3,30
Alameda County,65+,FEMALE,4,2378
Alameda County,65+,FEMALE,5,58
Alameda County,65+,FEMALE,6,188
Alameda County,65+,FEMALE,7,1213
Alameda County,65+,FEMALE,1,3920
Alameda County,65+,FEMALE,2,1279
Alameda County,65+,FEMALE,3,25
Alameda County,65+,FEMALE,4,2266
Alameda County,65+,FEMALE,5,78
Alameda County,65+,FEMALE,6,171
Alameda County,65+,FEMALE,7,1114
Alameda County,65+,FEMALE,1,3918
Alameda County,65+,FEMALE,2,1109
Alameda County,65+,FEMALE,3,25
Alameda County,65+,FEMALE,4,2272
Alameda County,65+,FEMALE,5,51
Alameda County,65+,FEMALE,6,167
Alameda County,65+,FEMALE,7,966
Alameda County,65+,FEMALE,1,3650
Alameda County,65+,FEMALE,2,1124
Alameda County,65+,FEMALE,3,20
Alameda County,65+,FEMALE,4,2192
Alameda County,65+,FEMALE,5,52
Alameda County,65+,FEMALE,6,144
Alameda County,65+,FEMALE,7,968
Alameda County,65+,FEMALE,1,3714
Alameda County,65+,FEMALE,2,1132
Alameda County,65+,FEMALE,3,20
Alameda County,65+,FEMALE,4,2241
Alameda County,65+,FEMALE,5,56
Alameda County,65+,FEMALE,6,144
Alameda County,65+,FEMALE,7,952
Alameda County,65+,FEMALE,1,3514
Alameda County,65+,FEMALE,2,986
Alameda County,65+,FEMALE,3,33
Alameda County,65+,FEMALE,4,2072
Alameda County,65+,FEMALE,5,53
Alameda County,65+,FEMALE,6,131
Alameda County,65+,FEMALE,7,888
Alameda County,65+,FEMALE,1,3562
Alameda County,65+,FEMALE,2,929
Alameda County,65+,FEMALE,3,26
Alameda County,65+,FEMALE,4,1960
Alameda County,65+,FEMALE,5,42
Alameda County,65+,FEMALE,6,121
Alameda County,65+,FEMALE,7,826
Alameda County,65+,FEMALE,1,3720
Alameda County,65+,FEMALE,2,922
Alameda County,65+,FEMALE,3,20
Alameda County,65+,FEMALE,4,1789
Alameda County,65+,FEMALE,5,39
Alameda County,65+,FEMALE,6,113
Alameda County,65+,FEMALE,7,762
Alameda County,65+,FEMALE,1,2832
Alameda County,65+,FEMALE,2,784
Alameda County,65+,FEMALE,3,26
Alameda County,65+,FEMALE,4,1501
Alameda County,65+,FEMALE,5,29
Alameda County,65+,FEMALE,6,97
Alameda County,65+,FEMALE,7,640
Alameda County,65+,FEMALE,1,2676
Alameda County,65+,FEMALE,2,688
Alameda County,65+,FEMALE,3,22
Alameda County,65+,FEMALE,4,1460
Alameda County,65+,FEMALE,5,33
Alameda County,65+,FEMALE,6,84
Alameda County,65+,FEMALE,7,655
Alameda County,65+,FEMALE,1,2454
Alameda County,65+,FEMALE,2,606
Alameda County,65+,FEMALE,3,16
Alameda County,65+,FEMALE,4,1240
Alameda County,65+,FEMALE,5,32
Alameda County,65+,FEMALE,6,90
Alameda County,65+,FEMALE,7,533
Alameda County,65+,FEMALE,1,2318
Alameda County,65+,FEMALE,2,584
Alameda County,65+,FEMALE,3,16
Alameda County,65+,FEMALE,4,1157
Alameda County,65+,FEMALE,5,25
Alameda County,65+,FEMALE,6,63
Alameda County,65+,FEMALE,7,477
Alameda County,65+,FEMALE,1,2155
Alameda County,65+,FEMALE,2,523
Alameda County,65+,FEMALE,3,13
Alameda County,65+,FEMALE,4,1162
Alameda County,65+,FEMALE,5,22
Alameda County,65+,FEMALE,6,71
Alameda County,65+,FEMALE,7,477
Alameda County,65+,FEMALE,1,1739
Alameda County,65+,FEMALE,2,498
Alameda County,65+,FEMALE,3,19
Alameda County,65+,FEMALE,4,1047
Alameda County,65+,FEMALE,5,21
Alameda County,65+,FEMALE,6,59
Alameda County,65+,FEMALE,7,423
Alameda County,65+,FEMALE,1,1639
Alameda County,65+,FEMALE,2,461
Alameda County,65+,FEMALE,3,22
Alameda County,65+,FEMALE,4,1076
Alameda County,65+,FEMALE,5,21
Alameda County,65+,FEMALE,6,47
Alameda County,65+,FEMALE,7,459
Alameda County,65+,FEMALE,1,1446
Alameda County,65+,FEMALE,2,402
Alameda County,65+,FEMALE,3,12
Alameda County,65+,FEMALE,4,940
Alameda County,65+,FEMALE,5,20
Alameda County,65+,FEMALE,6,53
Alameda County,65+,FEMALE,7,382
Alameda County,65+,FEMALE,1,1311
Alameda County,65+,FEMALE,2,382
Alameda County,65+,FEMALE,3,2
Alameda County,65+,FEMALE,4,972
Alameda County,65+,FEMALE,5,12
Alameda County,65+,FEMALE,6,49
Alameda County,65+,FEMALE,7,349
Alameda County,65+,FEMALE,1,1249
Alameda County,65+,FEMALE,2,347
Alameda County,65+,FEMALE,3,6
Alameda County,65+,FEMALE,4,934
Alameda County,65+,FEMALE,5,19
Alameda County,65+,FEMALE,6,44
Alameda County,65+,FEMALE,7,317
Alameda County,65+,FEMALE,1,1182
Alameda County,65+,FEMALE,2,314
Alameda County,65+,FEMALE,3,5
Alameda County,65+,FEMALE,4,809
Alameda County,65+,FEMALE,5,17
Alameda County,65+,FEMALE,6,40
Alameda County,65+,FEMALE,7,348
Alameda County,65+,FEMALE,1,1102
Alameda County,65+,FEMALE,2,304
Alameda County,65+,FEMALE,3,4
Alameda County,65+,FEMALE,4,740
Alameda County,65+,FEMALE,5,4
Alameda County,65+,FEMALE,6,36
Alameda County,65+,FEMALE,7,261
Alameda County,65+,FEMALE,1,983
Alameda County,65+,FEMALE,2,258
Alameda County,65+,FEMALE,3,3
Alameda County,65+,FEMALE,4,602
Alameda County,65+,FEMALE,5,14
Alameda County,65+,FEMALE,6,22
Alameda County,65+,FEMALE,7,263
Alameda County,65+,FEMALE,1,859
Alameda County,65+,FEMALE,2,235
Alameda County,65+,FEMALE,3,6
Alameda County,65+,FEMALE,4,567
Alameda County,65+,FEMALE,5,8
Alameda County,65+,FEMALE,6,28
Alameda County,65+,FEMALE,7,209
Alameda County,65+,FEMALE,1,801
Alameda County,65+,FEMALE,2,192
Alameda County,65+,FEMALE,3,6
Alameda County,65+,FEMALE,4,539
Alameda County,65+,FEMALE,5,8
Alameda County,65+,FEMALE,6,25
Alameda County,65+,FEMALE,7,194
Alameda County,65+,FEMALE,1,673
Alameda County,65+,FEMALE,2,158
Alameda County,65+,FEMALE,3,7
Alameda County,65+,FEMALE,4,453
Alameda County,65+,FEMALE,5,8
Alameda County,65+,FEMALE,6,19
Alameda County,65+,FEMALE,7,172
Alameda County,65+,FEMALE,1,574
Alameda County,65+,FEMALE,2,142
Alameda County,65+,FEMALE,3,2
Alameda County,65+,FEMALE,4,404
Alameda County,65+,FEMALE,5,3
Alameda County,65+,FEMALE,6,13
Alameda County,65+,FEMALE,7,140
Alameda County,65+,FEMALE,1,490
Alameda County,65+,FEMALE,2,105
Alameda County,65+,FEMALE,3,4
Alameda County,65+,FEMALE,4,263
Alameda County,65+,FEMALE,5,2
Alameda County,65+,FEMALE,6,15
Alameda County,65+,FEMALE,7,111
Alameda County,65+,FEMALE,1,354
Alameda County,65+,FEMALE,2,107
Alameda County,65+,FEMALE,3,1
Alameda County,65+,FEMALE,4,257
Alameda County,65+,FEMALE,5,4
Alameda County,65+,FEMALE,6,9
Alameda County,65+,FEMALE,7,106
Alameda County,65+,FEMALE,1,391
Alameda County,65+,FEMALE,2,103
Alameda County,65+,FEMALE,3,2
Alameda County,65+,FEMALE,4,201
Alameda County,65+,FEMALE,5,1
Alameda County,65+,FEMALE,6,7
Alameda County,65+,FEMALE,7,59
Alameda County,65+,FEMALE,1,338
Alameda County,65+,FEMALE,2,61
Alameda County,65+,FEMALE,3,1
Alameda County,65+,FEMALE,4,149
Alameda County,65+,FEMALE,5,5
Alameda County,65+,FEMALE,6,12
Alameda County,65+,FEMALE,7,56
Alameda County,65+,FEMALE,1,186
Alameda County,65+,FEMALE,2,50
Alameda County,65+,FEMALE,3,0
Alameda County,65+,FEMALE,4,98
Alameda County,65+,FEMALE,5,5
Alameda County,65+,FEMALE,6,6
Alameda County,65+,FEMALE,7,32
Alameda County,65+,FEMALE,1,135
Alameda County,65+,FEMALE,2,36
Alameda County,65+,FEMALE,3,0
Alameda County,65+,FEMALE,4,68
Alameda County,65+,FEMALE,5,1
Alameda County,65+,FEMALE,6,3
Alameda County,65+,FEMALE,7,23
Alameda County,65+,FEMALE,1,70
Alameda County,65+,FEMALE,2,11
Alameda County,65+,FEMALE,3,0
