county,age_cat,sex,race7,pop
Contra Costa County,18-44,MALE,4,1229
Contra Costa County,18-44,MALE,5,38
Contra Costa County,18-44,MALE,6,291
Contra Costa County,18-44,MALE,7,2531
Contra Costa County,18-44,MALE,1,3019
Contra Costa County,18-44,MALE,2,700
Contra Costa County,18-44,MALE,3,18
Contra Costa County,18-44,MALE,4,1265
Contra Costa County,18-44,MALE,5,30
Contra Costa County,18-44,MALE,6,304
Contra Costa County,18-44,MALE,7,2570
Contra Costa County,18-44,MALE,1,3147
Contra Costa County,18-44,MALE,2,734
Contra Costa County,18-44,MALE,3,15
Contra Costa County,18-44,MALE,4,1330
Contra Costa County,18-44,MALE,5,37
Contra Costa County,18-44,MALE,6,292
Contra Costa County,18-44,MALE,7,2679
Contra Costa County,18-44,MALE,1,3109
Contra Costa County,18-44,MALE,2,697
Contra Costa County,18-44,MALE,3,17
Contra Costa County,18-44,MALE,4,1316
Contra Costa County,18-44,MALE,5,44
Contra Costa County,18-44,MALE,6,292
Contra Costa County,18-44,MALE,7,2585
Contra Costa County,18-44,MALE,1,3131
Contra Costa County,18-44,MALE,2,697
Contra Costa County,18-44,MALE,3,12
Contra Costa County,18-44,MALE,4,1374
Contra Costa County,18-44,MALE,5,35
Contra Costa County,18-44,MALE,6,267
Contra Costa County,18-44,MALE,7,2571
Contra Costa County,18-44,MALE,1,3255
Contra Costa County,18-44,MALE,2,629
Contra Costa County,18-44,MALE,3,27
Contra Costa County,18-44,MALE,4,1369
Contra Costa County,18-44,MALE,5,42
Contra Costa County,18-44,MALE,6,289
Contra Costa County,18-44,MALE,7,2601
Contra Costa County,18-44,MALE,1,3054
Contra Costa County,18-44,MALE,2,601
Contra Costa County,18-44,MALE,3,21
Contra Costa County,18-44,MALE,4,1238
Contra Costa County,18-44,MALE,5,36
Contra Costa County,18-44,MALE,6,280
Contra Costa County,18-44,MALE,7,2601
Contra Costa County,18-44,MALE,1,3260
Contra Costa County,18-44,MALE,2,693
Contra Costa County,18-44,MALE,3,20
Contra Costa County,18-44,MALE,4,1396
Contra Costa County,18-44,MALE,5,36
Contra Costa County,18-44,MALE,6,244
Contra Costa County,18-44,MALE,7,2625
Contra Costa County,18-44,MALE,1,2863
Contra Costa County,18-44,MALE,2,645
Contra Costa County,18-44,MALE,3,21
Contra Costa County,18-44,MALE,4,1265
Contra Costa County,18-44,MALE,5,27
Contra Costa County,18-44,MALE,6,246
Contra Costa County,18-44,MALE,7,2362
Contra Costa County,18-44,MALE,1,2866
Contra Costa County,18-44,MALE,2,575
Contra Costa County,18-44,MALE,3,14
Contra Costa County,18-44,MALE,4,1306
Contra Costa County,18-44,MALE,5,27
Contra Costa County,18-44,MALE,6,194
Contra Costa County,18-44,MALE,7,2339
Contra Costa County,45-64,MALE,1,2850
Contra Costa County,45-64,MALE,2,562
Contra Costa County,45-64,MALE,3,20
Contra Costa County,45-64,MALE,4,1281
Contra Costa County,45-64,MALE,5,44
Contra Costa County,45-64,MALE,6,218
Contra Costa County,45-64,MALE,7,2168
Contra Costa County,45-64,MALE,1,2795
Contra Costa County,45-64,MALE,2,563
Contra Costa County,45-64,MALE,3,20
Contra Costa County,45-64,MALE,4,1319
Contra Costa County,45-64,MALE,5,38
Contra Costa County,45-64,MALE,6,178
Contra Costa County,45-64,MALE,7,2244
Contra Costa County,45-64,MALE,1,2862
Contra Costa County,45-64,MALE,2,589
Contra Costa County,45-64,MALE,3,21
Contra Costa County,45-64,MALE,4,1335
Contra Costa County,45-64,MALE,5,30
Contra Costa County,45-64,MALE,6,188
Contra Costa County,45-64,MALE,7,2250
Contra Costa County,45-64,MALE,1,2945
Contra Costa County,45-64,MALE,2,546
Contra Costa County,45-64,MALE,3,20
Contra Costa County,45-64,MALE,4,1400
Contra Costa County,45-64,MALE,5,35
Contra Costa County,45-64,MALE,6,163
Contra Costa County,45-64,MALE,7,2190
Contra Costa County,45-64,MALE,1,2944
Contra Costa County,45-64,MALE,2,515
Contra Costa County,45-64,MALE,3,12
Contra Costa County,45-64,MALE,4,1357
Contra Costa County,45-64,MALE,5,33
Contra Costa County,45-64,MALE,6,175
Contra Costa County,45-64,MALE,7,1999
Contra Costa County,45-64,MALE,1,3093
Contra Costa County,45-64,MALE,2,542
Contra Costa County,45-64,MALE,3,22
Contra Costa County,45-64,MALE,4,1375
Contra Costa County,45-64,MALE,5,26
Contra Costa County,45-64,MALE,6,193
Contra Costa County,45-64,MALE,7,2041
Contra Costa County,45-64,MALE,1,3438
Contra Costa County,45-64,MALE,2,582
Contra Costa County,45-64,MALE,3,24
Contra Costa County,45-64,MALE,4,1331
Contra Costa County,45-64,MALE,5,34
Contra Costa County,45-64,MALE,6,200
Contra Costa County,45-64,MALE,7,2056
Contra Costa County,45-64,MALE,1,3715
Contra Costa County,45-64,MALE,2,656
Contra Costa County,45-64,MALE,3,19
Contra Costa County,45-64,MALE,4,1421
Contra Costa County,45-64,MALE,5,38
Contra Costa County,45-64,MALE,6,202
Contra Costa County,45-64,MALE,7,2118
Contra Costa County,45-64,MALE,1,3600
Contra Costa County,45-64,MALE,2,656
Contra Costa County,45-64,MALE,3,21
Contra Costa County,45-64,MALE,4,1321
Contra Costa County,45-64,MALE,5,35
Contra Costa County,45-64,MALE,6,188
Contra Costa County,45-64,MALE,7,1981
Contra Costa County,45-64,MALE,1,3566
Contra Costa County,45-64,MALE,2,605
Contra Costa County,45-64,MALE,3,26
Contra Costa County,45-64,MALE,4,1193
Contra Costa County,45-64,MALE,5,22
Contra Costa County,45-64,MALE,6,179
Contra Costa County,45-64,MALE,7,1820
Contra Costa County,45-64,MALE,1,3589
Contra Costa County,45-64,MALE,2,656
Contra Costa County,45-64,MALE,3,25
Contra Costa County,45-64,MALE,4,1101
Contra Costa County,45-64,MALE,5,30
Contra Costa County,45-64,MALE,6,171
Contra Costa County,45-64,MALE,7,1780
Contra Costa County,45-64,MALE,1,3871
Contra Costa County,45-64,MALE,2,636
Contra Costa County,45-64,MALE,3,26
Contra Costa County,45-64,MALE,4,1117
Contra Costa County,45-64,MALE,5,29
Contra Costa County,45-64,MALE,6,160
Contra Costa County,45-64,MALE,7,1748
Contra Costa County,45-64,MALE,1,4138
Contra Costa County,45-64,MALE,2,730
Contra Costa County,45-64,MALE,3,16
Contra Costa County,45-64,MALE,4,1265
Contra Costa County,45-64,MALE,5,42
Contra Costa County,45-64,MALE,6,179
Contra Costa County,45-64,MALE,7,1753
Contra Costa County,45-64,MALE,1,4300
Contra Costa County,45-64,MALE,2,633
Contra Costa County,45-64,MALE,3,23
Contra Costa County,45-64,MALE,4,1178
Contra Costa County,45-64,MALE,5,32
Contra Costa County,45-64,MALE,6,175
Contra Costa County,45-64,MALE,7,1561
Contra Costa County,45-64,MALE,1,4246
Contra Costa County,45-64,MALE,2,664
Contra Costa County,45-64,MALE,3,27
Contra Costa County,45-64,MALE,4,1177
Contra Costa County,45-64,MALE,5,30
Contra Costa County,45-64,MALE,6,170
Contra Costa County,45-64,MALE,7,1561
Contra Costa County,45-64,MALE,1,4377
Contra Costa County,45-64,MALE,2,671
Contra Costa County,45-64,MALE,3,32
Contra Costa County,45-64,MALE,4,1117
Contra Costa County,45-64,MALE,5,50
Contra Costa County,45-64,MALE,6,185
Contra Costa County,45-64,MALE,7,1428
Contra Costa County,45-64,MALE,1,4541
Contra Costa County,45-64,MALE,2,631
Contra Costa County,45-64,MALE,3,22
Contra Costa County,45-64,MALE,4,1016
Contra Costa County,45-64,MALE,5,44
Contra Costa County,45-64,MALE,6,188
Contra Costa County,45-64,MALE,7,1406
Contra Costa County,45-64,MALE,1,4753
Contra Costa County,45-64,MALE,2,674
Contra Costa County,45-64,MALE,3,36
Contra Costa County,45-64,MALE,4,1089
Contra Costa County,45-64,MALE,5,45
Contra Costa County,45-64,MALE,6,178
Contra Costa County,45-64,MALE,7,1362
Contra Costa County,45-64,MALE,1,4389
Contra Costa County,45-64,MALE,2,607
Contra Costa County,45-64,MALE,3,23
Contra Costa County,45-64,MALE,4,1045
Contra Costa County,45-64,MALE,5,31
Contra Costa County,45-64,MALE,6,150
Contra Costa County,45-64,MALE,7,1252
Contra Costa County,45-64,MALE,1,4410
Contra Costa County,45-64,MALE,2,620
Contra Costa County,45-64,MALE,3,22
Contra Costa County,45-64,MALE,4,1046
Contra Costa County,45-64,MALE,5,38
Contra Costa County,45-64,MALE,6,160
Contra Costa County,45-64,MALE,7,1095
Contra Costa County,65+,MALE,1,4434
Contra Costa County,65+,MALE,2,595
Contra Costa County,65+,MALE,3,23
Contra Costa County,65+,MALE,4,1046
Contra Costa County,65+,MALE,5,35
Contra Costa County,65+,MALE,6,184
Contra Costa County,65+,MALE,7,1101
Contra Costa County,65+,MALE,1,4278
Contra Costa County,65+,MALE,2,513
Contra Costa County,65+,MALE,3,21
Contra Costa County,65+,MALE,4,1053
Contra Costa County,65+,MALE,5,32
Contra Costa County,65+,MALE,6,169
Contra Costa County,65+,MALE,7,984
Contra Costa County,65+,MALE,1,4300
Contra Costa County,65+,MALE,2,575
Contra Costa County,65+,MALE,3,23
Contra Costa County,65+,MALE,4,1053
Contra Costa County,65+,MALE,5,40
Contra Costa County,65+,MALE,6,147
Contra Costa County,65+,MALE,7,1002
Contra Costa County,65+,MALE,1,3963
Contra Costa County,65+,MALE,2,545
Contra Costa County,65+,MALE,3,10
Contra Costa County,65+,MALE,4,984
Contra Costa County,65+,MALE,5,26
Contra Costa County,65+,MALE,6,114
Contra Costa County,65+,MALE,7,892
Contra Costa County,65+,MALE,1,3800
Contra Costa County,65+,MALE,2,458
Contra Costa County,65+,MALE,3,17
Contra Costa County,65+,MALE,4,995
Contra Costa County,65+,MALE,5,26
Contra Costa County,65+,MALE,6,104
Contra Costa County,65+,MALE,7,782
Contra Costa County,65+,MALE,1,3733
Contra Costa County,65+,MALE,2,448
Contra Costa County,65+,MALE,3,20
Contra Costa County,65+,MALE,4,889
Contra Costa County,65+,MALE,5,25
Contra Costa County,65+,MALE,6,135
Contra Costa County,65+,MALE,7,713
Contra Costa County,65+,MALE,1,3529
Contra Costa County,65+,MALE,2,436
Contra Costa County,65+,MALE,3,15
Contra Costa County,65+,MALE,4,829
Contra Costa County,65+,MALE,5,14
Contra Costa County,65+,MALE,6,117
Contra Costa County,65+,MALE,7,612
Contra Costa County,65+,MALE,1,3447
Contra Costa County,65+,MALE,2,447
Contra Costa County,65+,MALE,3,16
Contra Costa County,65+,MALE,4,917
Contra Costa County,65+,MALE,5,16
Contra Costa County,65+,MALE,6,89
Contra Costa County,65+,MALE,7,630
Contra Costa County,65+,MALE,1,3324
Contra Costa County,65+,MALE,2,384
Contra Costa County,65+,MALE,3,22
Contra Costa County,65+,MALE,4,769
Contra Costa County,65+,MALE,5,20
Contra Costa County,65+,MALE,6,95
Contra Costa County,65+,MALE,7,591
Contra Costa County,65+,MALE,1,3327
Contra Costa County,65+,MALE,2,335
Contra Costa County,65+,MALE,3,15
Contra Costa County,65+,MALE,4,727
Contra Costa County,65+,MALE,5,16
Contra Costa County,65+,MALE,6,76
Contra Costa County,65+,MALE,7,530
Contra Costa County,65+,MALE,1,3416
Contra Costa County,65+,MALE,2,304
Contra Costa County,65+,MALE,3,23
Contra Costa County,65+,MALE,4,650
Contra Costa County,65+,MALE,5,7
Contra Costa County,65+,MALE,6,96
Contra Costa County,65+,MALE,7,500
Contra Costa County,65+,MALE,1,2584
Contra Costa County,65+,MALE,2,252
Contra Costa County,65+,MALE,3,11
Contra Costa County,65+,MALE,4,544
Contra Costa County,65+,MALE,5,11
Contra Costa County,65+,MALE,6,61
Contra Costa County,65+,MALE,7,401
Contra Costa County,65+,MALE,1,2439
Contra Costa County,65+,MALE,2,237
Contra Costa County,65+,MALE,3,11
Contra Costa County,65+,MALE,4,479
Contra Costa County,65+,MALE,5,13
Contra Costa County,65+,MALE,6,57
Contra Costa County,65+,MALE,7,368
Contra Costa County,65+,MALE,1,2151
Contra Costa County,65+,MALE,2,244
Contra Costa County,65+,MALE,3,15
Contra Costa County,65+,MALE,4,446
Contra Costa County,65+,MALE,5,5
Contra Costa County,65+,MALE,6,36
Contra Costa County,65+,MALE,7,347
Contra Costa County,65+,MALE,1,2063
Contra Costa County,65+,MALE,2,207
Contra Costa County,65+,MALE,3,11
Contra Costa County,65+,MALE,4,369
Contra Costa County,65+,MALE,5,12
Contra Costa County,65+,MALE,6,40
Contra Costa County,65+,MALE,7,273
Contra Costa County,65+,MALE,1,1762
Contra Costa County,65+,MALE,2,175
Contra Costa County,65+,MALE,3,10
Contra Costa County,65+,MALE,4,381
Contra Costa County,65+,MALE,5,4
Contra Costa County,65+,MALE,6,24
Contra Costa County,65+,MALE,7,270
Contra Costa County,65+,MALE,1,1574
Contra Costa County,65+,MALE,2,153
Contra Costa County,65+,MALE,3,7
Contra Costa County,65+,MALE,4,353
Contra Costa County,65+,MALE,5,5
Contra Costa County,65+,MALE,6,24
Contra Costa County,65+,MALE,7,215
Contra Costa County,65+,MALE,1,1359
Contra Costa County,65+,MALE,2,144
Contra Costa County,65+,MALE,3,2
Contra Costa County,65+,MALE,4,351
Contra Costa County,65+,MALE,5,6
Contra Costa County,65+,MALE,6,28
Contra Costa County,65+,MALE,7,246
Contra Costa County,65+,MALE,1,1203
Contra Costa County,65+,MALE,2,131
Contra Costa County,65+,MALE,3,7
Contra Costa County,65+,MALE,4,327
Contra Costa County,65+,MALE,5,2
Contra Costa County,65+,MALE,6,19
Contra Costa County,65+,MALE,7,188
Contra Costa County,65+,MALE,1,1124
Contra Costa County,65+,MALE,2,119
Contra Costa County,65+,MALE,3,5
Contra Costa County,65+,MALE,4,265
Contra Costa County,65+,MALE,5,4
Contra Costa County,65+,MALE,6,19
Contra Costa County,65+,MALE,7,175
Contra Costa County,65+,MALE,1,1081
Contra Costa County,65+,MALE,2,76
Contra Costa County,65+,MALE,3,7
Contra Costa County,65+,MALE,4,255
Contra Costa County,65+,MALE,5,3
Contra Costa County,65+,MALE,6,16
Contra Costa County,65+,MALE,7,185
Contra Costa County,65+,MALE,1,940
Contra Costa County,65+,MALE,2,77
Contra Costa County,65+,MALE,3,3
Contra Costa County,65+,MALE,4,223
Contra Costa County,65+,MALE,5,9
Contra Costa County,65+,MALE,6,19
Contra Costa County,65+,MALE,7,132
Contra Costa County,65+,MALE,1,784
Contra Costa County,65+,MALE,2,92
Contra Costa County,65+,MALE,3,0
Contra Costa County,65+,MALE,4,190
Contra Costa County,65+,MALE,5,6
Contra Costa County,65+,MALE,6,14
Contra Costa County,65+,MALE,7,129
Contra Costa County,65+,MALE,1,643
Contra Costa County,65+,MALE,2,57
Contra Costa County,65+,MALE,3,4
Contra Costa County,65+,MALE,4,140
Contra Costa County,65+,MALE,5,4
Contra Costa County,65+,MALE,6,7
Contra Costa County,65+,MALE,7,108
Contra Costa County,65+,MALE,1,674
Contra Costa County,65+,MALE,2,50
Contra Costa County,65+,MALE,3,6
Contra Costa County,65+,MALE,4,117
Contra Costa County,65+,MALE,5,3
Contra Costa County,65+,MALE,6,11
Contra Costa County,65+,MALE,7,93
Contra Costa County,65+,MALE,1,556
Contra Costa County,65+,MALE,2,45
Contra Costa County,65+,MALE,3,1
Contra Costa County,65+,MALE,4,134
Contra Costa County,65+,MALE,5,0
Contra Costa County,65+,MALE,6,11
Contra Costa County,65+,MALE,7,70
Contra Costa County,65+,MALE,1,462
Contra Costa County,65+,MALE,2,31
Contra Costa County,65+,MALE,3,0
Contra Costa County,65+,MALE,4,96
Contra Costa County,65+,MALE,5,2
Contra Costa County,65+,MALE,6,4
Contra Costa County,65+,MALE,7,75
Contra Costa County,65+,MALE,1,386
Contra Costa County,65+,MALE,2,22
Contra Costa County,65+,MALE,3,0
Contra Costa County,65+,MALE,4,71
Contra Costa County,65+,MALE,5,1
Contra Costa County,65+,MALE,6,3
Contra Costa County,65+,MALE,7,58
Contra Costa County,65+,MALE,1,256
Contra Costa County,65+,MALE,2,16
Contra Costa County,65+,MALE,3,0
Contra Costa County,65+,MALE,4,59
Contra Costa County,65+,MALE,5,2
Contra Costa County,65+,MALE,6,2
Contra Costa County,65+,MALE,7,38
Contra Costa County,65+,MALE,1,179
Contra Costa County,65+,MALE,2,10
Contra Costa County,65+,MALE,3,0
Contra Costa County,65+,MALE,4,33
Contra Costa County,65+,MALE,5,0
Contra Costa County,65+,MALE,6,2
Contra Costa County,65+,MALE,7,33
Contra Costa County,65+,MALE,1,139
Contra Costa County,65+,MALE,2,7
Contra Costa County,65+,MALE,3,0
Contra Costa County,65+,MALE,4,30
Contra Costa County,65+,MALE,5,2
Contra Costa County,65+,MALE,6,2
Contra Costa County,65+,MALE,7,13
Contra Costa County,65+,MALE,1,111
Contra Costa County,65+,MALE,2,6
Contra Costa County,65+,MALE,3,0
Contra Costa County,65+,MALE,4,21
Contra Costa County,65+,MALE,5,0
Contra Costa County,65+,MALE,6,3
Contra Costa County,65+,MALE,7,20
Contra Costa County,65+,MALE,1,86
Contra Costa County,65+,MALE,2,2
Contra Costa County,65+,MALE,3,0
Contra Costa County,65+,MALE,4,9
Contra Costa County,65+,MALE,5,0
Contra Costa County,65+,MALE,6,0
Contra Costa County,65+,MALE,7,11
Contra Costa County,65+,MALE,1,47
Contra Costa County,65+,MALE,2,1
Contra Costa County,65+,MALE,3,0
Contra Costa County,65+,MALE,4,8
Contra Costa County,65+,MALE,5,0
Contra Costa County,65+,MALE,6,0
Contra Costa County,65+,MALE,7,6
Contra Costa County,65+,MALE,1,7
Contra Costa County,65+,MALE,2,1
Contra Costa County,65+,MALE,3,0
Contra Costa County,65+,MALE,4,5
Contra Costa County,65+,MALE,5,0
Contra Costa County,65+,MALE,6,1
Contra Costa County,65+,MALE,7,5
Contra Costa County,65+,MALE,1,2
Contra Costa County,65+,MALE,2,1
Contra Costa County,65+,MALE,3,0
Contra Costa County,65+,MALE,4,0
Contra Costa County,65+,MALE,5,0
Contra Costa County,65+,MALE,6,0
Contra Costa County,65+,MALE,7,1
Contra Costa County,65+,MALE,1,1
Contra Costa County,65+,MALE,2,1
Contra Costa County,65+,MALE,3,0
Contra Costa County,65+,MALE,4,0
Contra Costa County,65+,MALE,5,0
Contra Costa County,65+,MALE,6,0
Contra Costa County,65+,MALE,7,0
Contra Costa County,65+,MALE,1,0
Contra Costa County,65+,MALE,2,0
Contra Costa County,65+,MALE,3,0
Contra Costa County,65+,MALE,4,1
Contra Costa County,65+,MALE,5,0
Contra Costa County,65+,MALE,6,0
Contra Costa County,65+,MALE,7,0
Contra Costa County,65+,MALE,1,1
Contra Costa County,65+,MALE,2,0
Contra Costa County,65+,MALE,3,0
Contra Costa County,65+,MALE,4,0
Contra Costa County,65+,MALE,5,0
Contra Costa County,65+,MALE,6,0
Contra Costa County,65+,MALE,7,0
Contra Costa County,65+,MALE,1,0
Contra Costa County,65+,MALE,2,0
Contra Costa County,65+,MALE,3,0
Contra Costa County,65+,MALE,4,0
Contra Costa County,65+,MALE,5,0
Contra Costa County,65+,MALE,6,0
Contra Costa County,65+,MALE,7,0
Contra Costa County,65+,MALE,1,0
Contra Costa County,65+,MALE,2,0
Contra Costa County,65+,MALE,3,0
Contra Costa County,65+,MALE,4,0
Contra Costa County,65+,MALE,5,0
Contra Costa County,65+,MALE,6,0
Contra Costa County,65+,MALE,7,0
Contra Costa County,65+,MALE,1,0
Contra Costa County,65+,MALE,2,0
Contra Costa County,65+,MALE,3,0
Contra Costa County,65+,MALE,4,0
Contra Costa County,65+,MALE,5,0
Contra Costa County,65+,MALE,6,0
Contra Costa County,65+,MALE,7,0
Contra Costa County,65+,MALE,1,0
Contra Costa County,65+,MALE,2,0
Contra Costa County,65+,MALE,3,0
Contra Costa County,65+,MALE,4,0
Contra Costa County,65+,MALE,5,0
Contra Costa County,65+,MALE,6,0
Contra Costa County,65+,MALE,7,0
Contra Costa County,65+,MALE,1,0
Contra Costa County,65+,MALE,2,0
Contra Costa County,65+,MALE,3,0
Contra Costa County,65+,MALE,4,0
Contra Costa County,65+,MALE,5,0
Contra Costa County,65+,MALE,6,0
Contra Costa County,65+,MALE,7,0
Contra Costa County,65+,MALE,1,0
Contra Costa County,65+,MALE,2,0
Contra Costa County,65+,MALE,3,0
Contra Costa County,65+,MALE,4,0
Contra Costa County,65+,MALE,5,0
Contra Costa County,65+,MALE,6,0
Contra Costa County,65+,MALE,7,0
Contra Costa County,65+,MALE,1,0
Contra Costa County,65+,MALE,2,0
Contra Costa County,65+,MALE,3,0
Contra Costa County,65+,MALE,4,0
Contra Costa County,65+,MALE,5,0
Contra Costa County,65+,MALE,6,0
Contra Costa County,65+,MALE,7,0
Del Norte County,0-17,FEMALE,1,78
Del Norte County,0-17,FEMALE,2,2
Del Norte County,0-17,FEMALE,3,10
Del Norte County,0-17,FEMALE,4,8
Del Norte County,0-17,FEMALE,5,0
Del Norte County,0-17,FEMALE,6,13
Del Norte County,0-17,FEMALE,7,33
Del Norte County,0-17,FEMALE,1,85
Del Norte County,0-17,FEMALE,2,0
Del Norte County,0-17,FEMALE,3,6
Del Norte County,0-17,FEMALE,4,5
Del Norte County,0-17,FEMALE,5,0
Del Norte County,0-17,FEMALE,6,5
Del Norte County,0-17,FEMALE,7,23
Del Norte County,0-17,FEMALE,1,71
Del Norte County,0-17,FEMALE,2,2
Del Norte County,0-17,FEMALE,3,11
Del Norte County,0-17,FEMALE,4,4
Del Norte County,0-17,FEMALE,5,0
Del Norte County,0-17,FEMALE,6,6
Del Norte County,0-17,FEMALE,7,17
Del Norte County,0-17,FEMALE,1,74
Del Norte County,0-17,FEMALE,2,1
Del Norte County,0-17,FEMALE,3,11
Del Norte County,0-17,FEMALE,4,6
Del Norte County,0-17,FEMALE,5,0
Del Norte County,0-17,FEMALE,6,5
Del Norte County,0-17,FEMALE,7,21
Del Norte County,0-17,FEMALE,1,74
Del Norte County,0-17,FEMALE,2,2
Del Norte County,0-17,FEMALE,3,10
Del Norte County,0-17,FEMALE,4,3
Del Norte County,0-17,FEMALE,5,0
Del Norte County,0-17,FEMALE,6,8
Del Norte County,0-17,FEMALE,7,28
Del Norte County,0-17,FEMALE,1,74
Del Norte County,0-17,FEMALE,2,1
Del Norte County,0-17,FEMALE,3,10
Del Norte County,0-17,FEMALE,4,7
Del Norte County,0-17,FEMALE,5,0
Del Norte County,0-17,FEMALE,6,12
Del Norte County,0-17,FEMALE,7,33
Del Norte County,0-17,FEMALE,1,92
Del Norte County,0-17,FEMALE,2,2
Del Norte County,0-17,FEMALE,3,4
Del Norte County,0-17,FEMALE,4,11
Del Norte County,0-17,FEMALE,5,0
Del Norte County,0-17,FEMALE,6,9
Del Norte County,0-17,FEMALE,7,30
Del Norte County,0-17,FEMALE,1,89
Del Norte County,0-17,FEMALE,2,2
Del Norte County,0-17,FEMALE,3,8
Del Norte County,0-17,FEMALE,4,10
Del Norte County,0-17,FEMALE,5,0
Del Norte County,0-17,FEMALE,6,8
Del Norte County,0-17,FEMALE,7,22
Del Norte County,0-17,FEMALE,1,99
Del Norte County,0-17,FEMALE,2,5
Del Norte County,0-17,FEMALE,3,11
Del Norte County,0-17,FEMALE,4,8
Del Norte County,0-17,FEMALE,5,0
Del Norte County,0-17,FEMALE,6,12
Del Norte County,0-17,FEMALE,7,28
Del Norte County,0-17,FEMALE,1,91
Del Norte County,0-17,FEMALE,2,0
Del Norte County,0-17,FEMALE,3,11
Del Norte County,0-17,FEMALE,4,9
Del Norte County,0-17,FEMALE,5,0
Del Norte County,0-17,FEMALE,6,5
Del Norte County,0-17,FEMALE,7,24
Del Norte County,0-17,FEMALE,1,88
Del Norte County,0-17,FEMALE,2,2
Del Norte County,0-17,FEMALE,3,12
Del Norte County,0-17,FEMALE,4,7
Del Norte County,0-17,FEMALE,5,0
Del Norte County,0-17,FEMALE,6,13
Del Norte County,0-17,FEMALE,7,36
Del Norte County,0-17,FEMALE,1,86
Del Norte County,0-17,FEMALE,2,0
Del Norte County,0-17,FEMALE,3,16
Del Norte County,0-17,FEMALE,4,8
Del Norte County,0-17,FEMALE,5,0
Del Norte County,0-17,FEMALE,6,12
Del Norte County,0-17,FEMALE,7,33
Del Norte County,0-17,FEMALE,1,90
Del Norte County,0-17,FEMALE,2,0
Del Norte County,0-17,FEMALE,3,17
Del Norte County,0-17,FEMALE,4,5
Del Norte County,0-17,FEMALE,5,0
Del Norte County,0-17,FEMALE,6,18
Del Norte County,0-17,FEMALE,7,39
Del Norte County,0-17,FEMALE,1,63
Del Norte County,0-17,FEMALE,2,1
Del Norte County,0-17,FEMALE,3,19
Del Norte County,0-17,FEMALE,4,12
Del Norte County,0-17,FEMALE,5,0
Del Norte County,0-17,FEMALE,6,7
Del Norte County,0-17,FEMALE,7,36
Del Norte County,0-17,FEMALE,1,103
Del Norte County,0-17,FEMALE,2,1
Del Norte County,0-17,FEMALE,3,19
Del Norte County,0-17,FEMALE,4,9
Del Norte County,0-17,FEMALE,5,0
Del Norte County,0-17,FEMALE,6,14
Del Norte County,0-17,FEMALE,7,35
Del Norte County,0-17,FEMALE,1,97
Del Norte County,0-17,FEMALE,2,2
Del Norte County,0-17,FEMALE,3,18
Del Norte County,0-17,FEMALE,4,14
Del Norte County,0-17,FEMALE,5,0
Del Norte County,0-17,FEMALE,6,14
Del Norte County,0-17,FEMALE,7,43
Del Norte County,0-17,FEMALE,1,90
Del Norte County,0-17,FEMALE,2,0
Del Norte County,0-17,FEMALE,3,13
Del Norte County,0-17,FEMALE,4,3
Del Norte County,0-17,FEMALE,5,0
Del Norte County,0-17,FEMALE,6,10
Del Norte County,0-17,FEMALE,7,40
Del Norte County,0-17,FEMALE,1,66
Del Norte County,0-17,FEMALE,2,2
Del Norte County,0-17,FEMALE,3,11
Del Norte County,0-17,FEMALE,4,6
Del Norte County,0-17,FEMALE,5,0
Del Norte County,0-17,FEMALE,6,11
Del Norte County,0-17,FEMALE,7,34
Del Norte County,18-44,FEMALE,1,67
Del Norte County,18-44,FEMALE,2,0
Del Norte County,18-44,FEMALE,3,12
Del Norte County,18-44,FEMALE,4,9
Del Norte County,18-44,FEMALE,5,0
Del Norte County,18-44,FEMALE,6,7
Del Norte County,18-44,FEMALE,7,29
Del Norte County,18-44,FEMALE,1,60
Del Norte County,18-44,FEMALE,2,0
Del Norte County,18-44,FEMALE,3,16
Del Norte County,18-44,FEMALE,4,8
Del Norte County,18-44,FEMALE,5,0
Del Norte County,18-44,FEMALE,6,10
Del Norte County,18-44,FEMALE,7,34
Del Norte County,18-44,FEMALE,1,83
Del Norte County,18-44,FEMALE,2,0
Del Norte County,18-44,FEMALE,3,13
Del Norte County,18-44,FEMALE,4,4
Del Norte County,18-44,FEMALE,5,0
Del Norte County,18-44,FEMALE,6,8
Del Norte County,18-44,FEMALE,7,39
Del Norte County,18-44,FEMALE,1,91
Del Norte County,18-44,FEMALE,2,0
Del Norte County,18-44,FEMALE,3,13
Del Norte County,18-44,FEMALE,4,12
Del Norte County,18-44,FEMALE,5,0
Del Norte County,18-44,FEMALE,6,17
Del Norte County,18-44,FEMALE,7,37
Del Norte County,18-44,FEMALE,1,105
Del Norte County,18-44,FEMALE,2,0
Del Norte County,18-44,FEMALE,3,12
Del Norte County,18-44,FEMALE,4,12
Del Norte County,18-44,FEMALE,5,0
Del Norte County,18-44,FEMALE,6,9
Del Norte County,18-44,FEMALE,7,47
Del Norte County,18-44,FEMALE,1,97
Del Norte County,18-44,FEMALE,2,0
Del Norte County,18-44,FEMALE,3,18
Del Norte County,18-44,FEMALE,4,12
Del Norte County,18-44,FEMALE,5,0
Del Norte County,18-44,FEMALE,6,11
Del Norte County,18-44,FEMALE,7,36
Del Norte County,18-44,FEMALE,1,92
Del Norte County,18-44,FEMALE,2,0
Del Norte County,18-44,FEMALE,3,21
