county,age_cat,sex,race7,pop
Alameda County,0-17,FEMALE,1,2614
Alameda County,0-17,FEMALE,2,942
Alameda County,0-17,FEMALE,3,38
Alameda County,0-17,FEMALE,4,1790
Alameda County,0-17,FEMALE,5,55
Alameda County,0-17,FEMALE,6,657
Alameda County,0-17,FEMALE,7,2157
Alameda County,0-17,FEMALE,1,2594
Alameda County,0-17,FEMALE,2,888
Alameda County,0-17,FEMALE,3,37
Alameda County,0-17,FEMALE,4,1806
Alameda County,0-17,FEMALE,5,56
Alameda County,0-17,FEMALE,6,679
Alameda County,0-17,FEMALE,7,2210
Alameda County,0-17,FEMALE,1,2650
Alameda County,0-17,FEMALE,2,955
Alameda County,0-17,FEMALE,3,31
Alameda County,0-17,FEMALE,4,1738
Alameda County,0-17,FEMALE,5,55
Alameda County,0-17,FEMALE,6,666
Alameda County,0-17,FEMALE,7,2166
Alameda County,0-17,FEMALE,1,2636
Alameda County,0-17,FEMALE,2,950
Alameda County,0-17,FEMALE,3,40
Alameda County,0-17,FEMALE,4,1878
Alameda County,0-17,FEMALE,5,50
Alameda County,0-17,FEMALE,6,647
Alameda County,0-17,FEMALE,7,2033
Alameda County,0-17,FEMALE,1,2570
Alameda County,0-17,FEMALE,2,915
Alameda County,0-17,FEMALE,3,35
Alameda County,0-17,FEMALE,4,1821
Alameda County,0-17,FEMALE,5,53
Alameda County,0-17,FEMALE,6,627
Alameda County,0-17,FEMALE,7,2170
Alameda County,0-17,FEMALE,1,2542
Alameda County,0-17,FEMALE,2,713
Alameda County,0-17,FEMALE,3,27
Alameda County,0-17,FEMALE,4,2467
Alameda County,0-17,FEMALE,5,60
Alameda County,0-17,FEMALE,6,672
Alameda County,0-17,FEMALE,7,2218
Alameda County,0-17,FEMALE,1,2859
Alameda County,0-17,FEMALE,2,759
Alameda County,0-17,FEMALE,3,17
Alameda County,0-17,FEMALE,4,2444
Alameda County,0-17,FEMALE,5,61
Alameda County,0-17,FEMALE,6,685
Alameda County,0-17,FEMALE,7,2709
Alameda County,0-17,FEMALE,1,2924
Alameda County,0-17,FEMALE,2,788
Alameda County,0-17,FEMALE,3,30
Alameda County,0-17,FEMALE,4,2486
Alameda County,0-17,FEMALE,5,72
Alameda County,0-17,FEMALE,6,677
Alameda County,0-17,FEMALE,7,2853
Alameda County,0-17,FEMALE,1,2815
Alameda County,0-17,FEMALE,2,819
Alameda County,0-17,FEMALE,3,25
Alameda County,0-17,FEMALE,4,2365
Alameda County,0-17,FEMALE,5,76
Alameda County,0-17,FEMALE,6,623
Alameda County,0-17,FEMALE,7,2656
Alameda County,0-17,FEMALE,1,2819
Alameda County,0-17,FEMALE,2,891
Alameda County,0-17,FEMALE,3,35
Alameda County,0-17,FEMALE,4,2273
Alameda County,0-17,FEMALE,5,67
Alameda County,0-17,FEMALE,6,629
Alameda County,0-17,FEMALE,7,2637
Alameda County,0-17,FEMALE,1,2825
Alameda County,0-17,FEMALE,2,924
Alameda County,0-17,FEMALE,3,34
Alameda County,0-17,FEMALE,4,2184
Alameda County,0-17,FEMALE,5,82
Alameda County,0-17,FEMALE,6,639
Alameda County,0-17,FEMALE,7,2511
Alameda County,0-17,FEMALE,1,2702
Alameda County,0-17,FEMALE,2,906
Alameda County,0-17,FEMALE,3,28
Alameda County,0-17,FEMALE,4,1992
Alameda County,0-17,FEMALE,5,82
Alameda County,0-17,FEMALE,6,589
Alameda County,0-17,FEMALE,7,2655
Alameda County,0-17,FEMALE,1,2712
Alameda County,0-17,FEMALE,2,1049
Alameda County,0-17,FEMALE,3,33
Alameda County,0-17,FEMALE,4,1959
Alameda County,0-17,FEMALE,5,77
Alameda County,0-17,FEMALE,6,559
Alameda County,0-17,FEMALE,7,2640
Alameda County,0-17,FEMALE,1,2139
Alameda County,0-17,FEMALE,2,970
Alameda County,0-17,FEMALE,3,40
Alameda County,0-17,FEMALE,4,2125
Alameda County,0-17,FEMALE,5,74
Alameda County,0-17,FEMALE,6,707
Alameda County,0-17,FEMALE,7,3068
Alameda County,0-17,FEMALE,1,1965
Alameda County,0-17,FEMALE,2,942
Alameda County,0-17,FEMALE,3,26
Alameda County,0-17,FEMALE,4,2139
Alameda County,0-17,FEMALE,5,70
Alameda County,0-17,FEMALE,6,800
Alameda County,0-17,FEMALE,7,3066
Alameda County,0-17,FEMALE,1,2338
Alameda County,0-17,FEMALE,2,1211
Alameda County,0-17,FEMALE,3,29
Alameda County,0-17,FEMALE,4,2465
Alameda County,0-17,FEMALE,5,91
Alameda County,0-17,FEMALE,6,737
Alameda County,0-17,FEMALE,7,3134
Alameda County,0-17,FEMALE,1,2452
Alameda County,0-17,FEMALE,2,1182
Alameda County,0-17,FEMALE,3,21
Alameda County,0-17,FEMALE,4,2539
Alameda County,0-17,FEMALE,5,102
Alameda County,0-17,FEMALE,6,734
Alameda County,0-17,FEMALE,7,3092
Alameda County,0-17,FEMALE,1,2315
Alameda County,0-17,FEMALE,2,1144
Alameda County,0-17,FEMALE,3,18
Alameda County,0-17,FEMALE,4,2485
Alameda County,0-17,FEMALE,5,95
Alameda County,0-17,FEMALE,6,694
Alameda County,0-17,FEMALE,7,3110
Alameda County,18-49,FEMALE,1,2744
Alameda County,18-49,FEMALE,2,1320
Alameda County,18-49,FEMALE,3,30
Alameda County,18-49,FEMALE,4,2780
Alameda County,18-49,FEMALE,5,108
Alameda County,18-49,FEMALE,6,737
Alameda County,18-49,FEMALE,7,3299
Alameda County,18-49,FEMALE,1,3104
Alameda County,18-49,FEMALE,2,1346
Alameda County,18-49,FEMALE,3,36
Alameda County,18-49,FEMALE,4,3098
Alameda County,18-49,FEMALE,5,87
Alameda County,18-49,FEMALE,6,846
Alameda County,18-49,FEMALE,7,3675
Alameda County,18-49,FEMALE,1,3068
Alameda County,18-49,FEMALE,2,1340
Alameda County,18-49,FEMALE,3,34
Alameda County,18-49,FEMALE,4,3052
Alameda County,18-49,FEMALE,5,114
Alameda County,18-49,FEMALE,6,788
Alameda County,18-49,FEMALE,7,3584
Alameda County,18-49,FEMALE,1,2936
Alameda County,18-49,FEMALE,2,1328
Alameda County,18-49,FEMALE,3,24
Alameda County,18-49,FEMALE,4,3028
Alameda County,18-49,FEMALE,5,112
Alameda County,18-49,FEMALE,6,851
Alameda County,18-49,FEMALE,7,3587
Alameda County,18-49,FEMALE,1,2855
Alameda County,18-49,FEMALE,2,1323
Alameda County,18-49,FEMALE,3,24
Alameda County,18-49,FEMALE,4,3054
Alameda County,18-49,FEMALE,5,92
Alameda County,18-49,FEMALE,6,807
Alameda County,18-49,FEMALE,7,3789
Alameda County,18-49,FEMALE,1,2946
Alameda County,18-49,FEMALE,2,1341
Alameda County,18-49,FEMALE,3,29
Alameda County,18-49,FEMALE,4,3010
Alameda County,18-49,FEMALE,5,82
Alameda County,18-49,FEMALE,6,845
Alameda County,18-49,FEMALE,7,3725
Alameda County,18-49,FEMALE,1,2877
Alameda County,18-49,FEMALE,2,1353
Alameda County,18-49,FEMALE,3,27
Alameda County,18-49,FEMALE,4,2934
Alameda County,18-49,FEMALE,5,94
Alameda County,18-49,FEMALE,6,810
Alameda County,18-49,FEMALE,7,3661
Alameda County,18-49,FEMALE,1,3100
Alameda County,18-49,FEMALE,2,1476
Alameda County,18-49,FEMALE,3,34
Alameda County,18-49,FEMALE,4,2834
Alameda County,18-49,FEMALE,5,114
Alameda County,18-49,FEMALE,6,703
Alameda County,18-49,FEMALE,7,3330
Alameda County,18-49,FEMALE,1,3327
Alameda County,18-49,FEMALE,2,1430
Alameda County,18-49,FEMALE,3,24
Alameda County,18-49,FEMALE,4,2665
Alameda County,18-49,FEMALE,5,105
Alameda County,18-49,FEMALE,6,735
Alameda County,18-49,FEMALE,7,3234
Alameda County,18-49,FEMALE,1,3600
Alameda County,18-49,FEMALE,2,1488
Alameda County,18-49,FEMALE,3,33
Alameda County,18-49,FEMALE,4,3152
Alameda County,18-49,FEMALE,5,132
Alameda County,18-49,FEMALE,6,714
Alameda County,18-49,FEMALE,7,3334
Alameda County,18-49,FEMALE,1,3579
Alameda County,18-49,FEMALE,2,1607
Alameda County,18-49,FEMALE,3,40
Alameda County,18-49,FEMALE,4,2769
Alameda County,18-49,FEMALE,5,113
Alameda County,18-49,FEMALE,6,641
Alameda County,18-49,FEMALE,7,3063
Alameda County,18-49,FEMALE,1,3599
Alameda County,18-49,FEMALE,2,1530
Alameda County,18-49,FEMALE,3,39
Alameda County,18-49,FEMALE,4,2853
Alameda County,18-49,FEMALE,5,106
Alameda County,18-49,FEMALE,6,624
Alameda County,18-49,FEMALE,7,3120
Alameda County,18-49,FEMALE,1,3847
Alameda County,18-49,FEMALE,2,1583
Alameda County,18-49,FEMALE,3,48
Alameda County,18-49,FEMALE,4,3012
Alameda County,18-49,FEMALE,5,118
Alameda County,18-49,FEMALE,6,624
Alameda County,18-49,FEMALE,7,3140
Alameda County,18-49,FEMALE,1,3742
Alameda County,18-49,FEMALE,2,1508
Alameda County,18-49,FEMALE,3,38
Alameda County,18-49,FEMALE,4,3161
Alameda County,18-49,FEMALE,5,104
Alameda County,18-49,FEMALE,6,629
Alameda County,18-49,FEMALE,7,3016
Alameda County,18-49,FEMALE,1,3695
Alameda County,18-49,FEMALE,2,1417
Alameda County,18-49,FEMALE,3,30
Alameda County,18-49,FEMALE,4,3249
Alameda County,18-49,FEMALE,5,92
Alameda County,18-49,FEMALE,6,563
Alameda County,18-49,FEMALE,7,2791
Alameda County,18-49,FEMALE,1,3740
Alameda County,18-49,FEMALE,2,1412
Alameda County,18-49,FEMALE,3,38
Alameda County,18-49,FEMALE,4,3378
Alameda County,18-49,FEMALE,5,87
Alameda County,18-49,FEMALE,6,515
Alameda County,18-49,FEMALE,7,2735
Alameda County,18-49,FEMALE,1,3754
Alameda County,18-49,FEMALE,2,1336
Alameda County,18-49,FEMALE,3,29
Alameda County,18-49,FEMALE,4,3298
Alameda County,18-49,FEMALE,5,117
Alameda County,18-49,FEMALE,6,529
Alameda County,18-49,FEMALE,7,2711
Alameda County,18-49,FEMALE,1,3776
Alameda County,18-49,FEMALE,2,1353
Alameda County,18-49,FEMALE,3,50
Alameda County,18-49,FEMALE,4,3071
Alameda County,18-49,FEMALE,5,97
Alameda County,18-49,FEMALE,6,506
Alameda County,18-49,FEMALE,7,2756
Alameda County,18-49,FEMALE,1,3679
Alameda County,18-49,FEMALE,2,1279
Alameda County,18-49,FEMALE,3,42
Alameda County,18-49,FEMALE,4,2827
Alameda County,18-49,FEMALE,5,88
Alameda County,18-49,FEMALE,6,450
Alameda County,18-49,FEMALE,7,2572
Alameda County,18-49,FEMALE,1,3729
Alameda County,18-49,FEMALE,2,1277
Alameda County,18-49,FEMALE,3,45
Alameda County,18-49,FEMALE,4,2799
Alameda County,18-49,FEMALE,5,112
Alameda County,18-49,FEMALE,6,460
Alameda County,18-49,FEMALE,7,2552
Alameda County,18-49,FEMALE,1,4205
Alameda County,18-49,FEMALE,2,1354
Alameda County,18-49,FEMALE,3,38
Alameda County,18-49,FEMALE,4,3349
Alameda County,18-49,FEMALE,5,107
Alameda County,18-49,FEMALE,6,495
Alameda County,18-49,FEMALE,7,2872
Alameda County,18-49,FEMALE,1,4128
Alameda County,18-49,FEMALE,2,1382
Alameda County,18-49,FEMALE,3,59
Alameda County,18-49,FEMALE,4,3487
Alameda County,18-49,FEMALE,5,105
Alameda County,18-49,FEMALE,6,495
Alameda County,18-49,FEMALE,7,2963
Alameda County,18-49,FEMALE,1,4018
Alameda County,18-49,FEMALE,2,1347
Alameda County,18-49,FEMALE,3,39
Alameda County,18-49,FEMALE,4,3494
Alameda County,18-49,FEMALE,5,108
Alameda County,18-49,FEMALE,6,487
Alameda County,18-49,FEMALE,7,2996
Alameda County,18-49,FEMALE,1,3896
Alameda County,18-49,FEMALE,2,1417
Alameda County,18-49,FEMALE,3,48
Alameda County,18-49,FEMALE,4,3597
Alameda County,18-49,FEMALE,5,114
Alameda County,18-49,FEMALE,6,474
Alameda County,18-49,FEMALE,7,3086
Alameda County,18-49,FEMALE,1,3647
Alameda County,18-49,FEMALE,2,1335
Alameda County,18-49,FEMALE,3,49
Alameda County,18-49,FEMALE,4,3464
Alameda County,18-49,FEMALE,5,91
Alameda County,18-49,FEMALE,6,451
Alameda County,18-49,FEMALE,7,2961
Alameda County,18-49,FEMALE,1,3741
Alameda County,18-49,FEMALE,2,1443
Alameda County,18-49,FEMALE,3,39
Alameda County,18-49,FEMALE,4,3598
Alameda County,18-49,FEMALE,5,107
Alameda County,18-49,FEMALE,6,407
Alameda County,18-49,FEMALE,7,3003
Alameda County,18-49,FEMALE,1,3318
Alameda County,18-49,FEMALE,2,1316
Alameda County,18-49,FEMALE,3,31
Alameda County,18-49,FEMALE,4,3467
Alameda County,18-49,FEMALE,5,102
Alameda County,18-49,FEMALE,6,422
Alameda County,18-49,FEMALE,7,2636
Alameda County,18-49,FEMALE,1,3272
Alameda County,18-49,FEMALE,2,1329
Alameda County,18-49,FEMALE,3,32
Alameda County,18-49,FEMALE,4,3409
Alameda County,18-49,FEMALE,5,93
Alameda County,18-49,FEMALE,6,396
Alameda County,18-49,FEMALE,7,2775
Alameda County,18-49,FEMALE,1,3150
Alameda County,18-49,FEMALE,2,1259
Alameda County,18-49,FEMALE,3,25
Alameda County,18-49,FEMALE,4,3474
Alameda County,18-49,FEMALE,5,89
Alameda County,18-49,FEMALE,6,404
Alameda County,18-49,FEMALE,7,2728
Alameda County,18-49,FEMALE,1,3117
Alameda County,18-49,FEMALE,2,1212
Alameda County,18-49,FEMALE,3,33
Alameda County,18-49,FEMALE,4,3513
Alameda County,18-49,FEMALE,5,91
Alameda County,18-49,FEMALE,6,338
Alameda County,18-49,FEMALE,7,2631
Alameda County,18-49,FEMALE,1,3277
Alameda County,18-49,FEMALE,2,1341
Alameda County,18-49,FEMALE,3,33
Alameda County,18-49,FEMALE,4,3687
Alameda County,18-49,FEMALE,5,90
Alameda County,18-49,FEMALE,6,354
Alameda County,18-49,FEMALE,7,2634
Alameda County,18-49,FEMALE,1,3080
Alameda County,18-49,FEMALE,2,1229
Alameda County,18-49,FEMALE,3,28
Alameda County,18-49,FEMALE,4,3637
Alameda County,18-49,FEMALE,5,97
Alameda County,18-49,FEMALE,6,345
Alameda County,18-49,FEMALE,7,2656
Alameda County,50-64,FEMALE,1,3072
Alameda County,50-64,FEMALE,2,1227
Alameda County,50-64,FEMALE,3,28
Alameda County,50-64,FEMALE,4,3666
Alameda County,50-64,FEMALE,5,92
Alameda County,50-64,FEMALE,6,337
Alameda County,50-64,FEMALE,7,2647
Alameda County,50-64,FEMALE,1,3285
Alameda County,50-64,FEMALE,2,1237
Alameda County,50-64,FEMALE,3,23
Alameda County,50-64,FEMALE,4,3548
Alameda County,50-64,FEMALE,5,85
Alameda County,50-64,FEMALE,6,365
Alameda County,50-64,FEMALE,7,2527
Alameda County,50-64,FEMALE,1,3590
Alameda County,50-64,FEMALE,2,1375
Alameda County,50-64,FEMALE,3,33
Alameda County,50-64,FEMALE,4,3524
Alameda County,50-64,FEMALE,5,76
Alameda County,50-64,FEMALE,6,350
Alameda County,50-64,FEMALE,7,2393
Alameda County,50-64,FEMALE,1,3851
Alameda County,50-64,FEMALE,2,1497
Alameda County,50-64,FEMALE,3,30
Alameda County,50-64,FEMALE,4,3595
Alameda County,50-64,FEMALE,5,105
Alameda County,50-64,FEMALE,6,321
Alameda County,50-64,FEMALE,7,2440
Alameda County,50-64,FEMALE,1,3639
Alameda County,50-64,FEMALE,2,1267
Alameda County,50-64,FEMALE,3,40
Alameda County,50-64,FEMALE,4,3339
Alameda County,50-64,FEMALE,5,94
Alameda County,50-64,FEMALE,6,323
Alameda County,50-64,FEMALE,7,2301
Alameda County,50-64,FEMALE,1,3459
Alameda County,50-64,FEMALE,2,1172
Alameda County,50-64,FEMALE,3,25
Alameda County,50-64,FEMALE,4,3173
Alameda County,50-64,FEMALE,5,99
Alameda County,50-64,FEMALE,6,297
Alameda County,50-64,FEMALE,7,2052
Alameda County,50-64,FEMALE,1,3434
Alameda County,50-64,FEMALE,2,1228
Alameda County,50-64,FEMALE,3,32
Alameda County,50-64,FEMALE,4,2879
Alameda County,50-64,FEMALE,5,80
Alameda County,50-64,FEMALE,6,282
Alameda County,50-64,FEMALE,7,2042
Alameda County,50-64,FEMALE,1,3488
Alameda County,50-64,FEMALE,2,1338
Alameda County,50-64,FEMALE,3,34
Alameda County,50-64,FEMALE,4,2960
Alameda County,50-64,FEMALE,5,81
Alameda County,50-64,FEMALE,6,284
Alameda County,50-64,FEMALE,7,1992
Alameda County,50-64,FEMALE,1,3893
Alameda County,50-64,FEMALE,2,1434
Alameda County,50-64,FEMALE,3,31
Alameda County,50-64,FEMALE,4,3033
Alameda County,50-64,FEMALE,5,96
Alameda County,50-64,FEMALE,6,294
Alameda County,50-64,FEMALE,7,2081
Alameda County,50-64,FEMALE,1,4034
Alameda County,50-64,FEMALE,2,1470
Alameda County,50-64,FEMALE,3,46
Alameda County,50-64,FEMALE,4,3105
Alameda County,50-64,FEMALE,5,81
Alameda County,50-64,FEMALE,6,278
Alameda County,50-64,FEMALE,7,1930
Alameda County,50-64,FEMALE,1,3860
Alameda County,50-64,FEMALE,2,1391
Alameda County,50-64,FEMALE,3,43
Alameda County,50-64,FEMALE,4,3197
Alameda County,50-64,FEMALE,5,98
Alameda County,50-64,FEMALE,6,294
Alameda County,50-64,FEMALE,7,1819
Alameda County,50-64,FEMALE,1,4131
Alameda County,50-64,FEMALE,2,1329
Alameda County,50-64,FEMALE,3,34
Alameda County,50-64,FEMALE,4,2874
Alameda County,50-64,FEMALE,5,98
Alameda County,50-64,FEMALE,6,253
Alameda County,50-64,FEMALE,7,1852
Alameda County,50-64,FEMALE,1,4200
Alameda County,50-64,FEMALE,2,1436
Alameda County,50-64,FEMALE,3,36
Alameda County,50-64,FEMALE,4,2737
Alameda County,50-64,FEMALE,5,93
Alameda County,50-64,FEMALE,6,276
Alameda County,50-64,FEMALE,7,1809
Alameda County,50-64,FEMALE,1,4266
Alameda County,50-64,FEMALE,2,1436
Alameda County,50-64,FEMALE,3,41
Alameda County,50-64,FEMALE,4,2920
Alameda County,50-64,FEMALE,5,95
Alameda County,50-64,FEMALE,6,203
Alameda County,50-64,FEMALE,7,1660
Alameda County,50-64,FEMALE,1,4168
Alameda County,50-64,FEMALE,2,1302
Alameda County,50-64,FEMALE,3,34
Alameda County,50-64,FEMALE,4,2753
Alameda County,50-64,FEMALE,5,88
Alameda County,50-64,FEMALE,6,249
Alameda County,50-64,FEMALE,7,1600
Alameda County,65+,FEMALE,1,4196
Alameda County,65+,FEMALE,2,1395
Alameda County,65+,FEMALE,3,35
Alameda County,65+,FEMALE,4,2685
Alameda County,65+,FEMALE,5,88
Alameda County,65+,FEMALE,6,221
Alameda County,65+,FEMALE,7,1462
Alameda County,65+,FEMALE,1,4150
Alameda County,65+,FEMALE,2,1293
Alameda County,65+,FEMALE,3,30
Alameda County,65+,FEMALE,4,2609
Alameda County,65+,FEMALE,5,71
Alameda County,65+,FEMALE,6,242
Alameda County,65+,FEMALE,7,1399
Alameda County,65+,FEMALE,1,4097
Alameda County,65+,FEMALE,2,1255
Alameda County,65+,FEMALE,3,24
Alameda County,65+,FEMALE,4,2503
Alameda County,65+,FEMALE,5,80
Alameda County,65+,FEMALE,6,216
Alameda County,65+,FEMALE,7,1332
Alameda County,65+,FEMALE,1,4072
Alameda County,65+,FEMALE,2,1271
Alameda County,65+,FEMALE,3,35
Alameda County,65+,FEMALE,4,2596
Alameda County,65+,FEMALE,5,70
Alameda County,65+,FEMALE,6,199
Alameda County,65+,FEMALE,7,1342
Alameda County,65+,FEMALE,1,3966
Alameda County,65+,FEMALE,2,1176
Alameda County,65+,FEMALE,3,30
Alameda County,65+,FEMALE,4,2343
Alameda County,65+,FEMALE,5,58
Alameda County,65+,FEMALE,6,185
Alameda County,65+,FEMALE,7,1196
Alameda County,65+,FEMALE,1,3879
Alameda County,65+,FEMALE,2,1267
Alameda County,65+,FEMALE,3,25
Alameda County,65+,FEMALE,4,2255
Alameda County,65+,FEMALE,5,78
Alameda County,65+,FEMALE,6,168
Alameda County,65+,FEMALE,7,1109
Alameda County,65+,FEMALE,1,3866
Alameda County,65+,FEMALE,2,1096
Alameda County,65+,FEMALE,3,25
Alameda County,65+,FEMALE,4,2248
Alameda County,65+,FEMALE,5,51
Alameda County,65+,FEMALE,6,164
Alameda County,65+,FEMALE,7,960
Alameda County,65+,FEMALE,1,3608
Alameda County,65+,FEMALE,2,1106
Alameda County,65+,FEMALE,3,21
Alameda County,65+,FEMALE,4,2168
Alameda County,65+,FEMALE,5,50
Alameda County,65+,FEMALE,6,140
Alameda County,65+,FEMALE,7,953
Alameda County,65+,FEMALE,1,3658
Alameda County,65+,FEMALE,2,1117
Alameda County,65+,FEMALE,3,19
Alameda County,65+,FEMALE,4,2225
Alameda County,65+,FEMALE,5,55
Alameda County,65+,FEMALE,6,139
Alameda County,65+,FEMALE,7,941
Alameda County,65+,FEMALE,1,3456
Alameda County,65+,FEMALE,2,978
Alameda County,65+,FEMALE,3,33
Alameda County,65+,FEMALE,4,2050
Alameda County,65+,FEMALE,5,52
Alameda County,65+,FEMALE,6,130
Alameda County,65+,FEMALE,7,875
Alameda County,65+,FEMALE,1,3552
Alameda County,65+,FEMALE,2,922
Alameda County,65+,FEMALE,3,25
Alameda County,65+,FEMALE,4,1953
Alameda County,65+,FEMALE,5,43
Alameda County,65+,FEMALE,6,120
Alameda County,65+,FEMALE,7,822
Alameda County,65+,FEMALE,1,3626
Alameda County,65+,FEMALE,2,891
Alameda County,65+,FEMALE,3,19
Alameda County,65+,FEMALE,4,1750
Alameda County,65+,FEMALE,5,37
Alameda County,65+,FEMALE,6,109
Alameda County,65+,FEMALE,7,741
Alameda County,65+,FEMALE,1,2757
Alameda County,65+,FEMALE,2,758
Alameda County,65+,FEMALE,3,25
Alameda County,65+,FEMALE,4,1464
Alameda County,65+,FEMALE,5,29
Alameda County,65+,FEMALE,6,95
Alameda County,65+,FEMALE,7,626
Alameda County,65+,FEMALE,1,2609
Alameda County,65+,FEMALE,2,663
Alameda County,65+,FEMALE,3,22
Alameda County,65+,FEMALE,4,1427
Alameda County,65+,FEMALE,5,31
Alameda County,65+,FEMALE,6,85
Alameda County,65+,FEMALE,7,640
Alameda County,65+,FEMALE,1,2394
Alameda County,65+,FEMALE,2,596
Alameda County,65+,FEMALE,3,17
Alameda County,65+,FEMALE,4,1207
Alameda County,65+,FEMALE,5,30
Alameda County,65+,FEMALE,6,85
Alameda County,65+,FEMALE,7,517
Alameda County,65+,FEMALE,1,2306
Alameda County,65+,FEMALE,2,578
Alameda County,65+,FEMALE,3,15
Alameda County,65+,FEMALE,4,1157
Alameda County,65+,FEMALE,5,30
Alameda County,65+,FEMALE,6,66
Alameda County,65+,FEMALE,7,477
Alameda County,65+,FEMALE,1,2081
Alameda County,65+,FEMALE,2,510
Alameda County,65+,FEMALE,3,13
Alameda County,65+,FEMALE,4,1107
Alameda County,65+,FEMALE,5,19
Alameda County,65+,FEMALE,6,68
Alameda County,65+,FEMALE,7,454
Alameda County,65+,FEMALE,1,1645
Alameda County,65+,FEMALE,2,482
Alameda County,65+,FEMALE,3,17
Alameda County,65+,FEMALE,4,1009
Alameda County,65+,FEMALE,5,16
Alameda County,65+,FEMALE,6,54
Alameda County,65+,FEMALE,7,416
Alameda County,65+,FEMALE,1,1578
Alameda County,65+,FEMALE,2,438
Alameda County,65+,FEMALE,3,22
Alameda County,65+,FEMALE,4,1032
Alameda County,65+,FEMALE,5,19
Alameda County,65+,FEMALE,6,43
Alameda County,65+,FEMALE,7,429
Alameda County,65+,FEMALE,1,1393
Alameda County,65+,FEMALE,2,385
Alameda County,65+,FEMALE,3,11
Alameda County,65+,FEMALE,4,911
Alameda County,65+,FEMALE,5,21
Alameda County,65+,FEMALE,6,51
Alameda County,65+,FEMALE,7,371
Alameda County,65+,FEMALE,1,1366
Alameda County,65+,FEMALE,2,386
Alameda County,65+,FEMALE,3,3
Alameda County,65+,FEMALE,4,949
Alameda County,65+,FEMALE,5,13
Alameda County,65+,FEMALE,6,51
Alameda County,65+,FEMALE,7,346
Alameda County,65+,FEMALE,1,1175
Alameda County,65+,FEMALE,2,326
Alameda County,65+,FEMALE,3,5
Alameda County,65+,FEMALE,4,899
Alameda County,65+,FEMALE,5,18
Alameda County,65+,FEMALE,6,42
Alameda County,65+,FEMALE,7,296
Alameda County,65+,FEMALE,1,1119
Alameda County,65+,FEMALE,2,284
Alameda County,65+,FEMALE,3,5
Alameda County,65+,FEMALE,4,750
Alameda County,65+,FEMALE,5,15
Alameda County,65+,FEMALE,6,39
Alameda County,65+,FEMALE,7,319
Alameda County,65+,FEMALE,1,1037
Alameda County,65+,FEMALE,2,275
Alameda County,65+,FEMALE,3,3
Alameda County,65+,FEMALE,4,688
Alameda County,65+,FEMALE,5,5
Alameda County,65+,FEMALE,6,32
Alameda County,65+,FEMALE,7,243
Alameda County,65+,FEMALE,1,877
Alameda County,65+,FEMALE,2,244
Alameda County,65+,FEMALE,3,4
Alameda County,65+,FEMALE,4,583
Alameda County,65+,FEMALE,5,12
Alameda County,65+,FEMALE,6,24
Alameda County,65+,FEMALE,7,252
Alameda County,65+,FEMALE,1,790
Alameda County,65+,FEMALE,2,220
Alameda County,65+,FEMALE,3,5
Alameda County,65+,FEMALE,4,523
Alameda County,65+,FEMALE,5,10
Alameda County,65+,FEMALE,6,26
Alameda County,65+,FEMALE,7,198
Alameda County,65+,FEMALE,1,679
Alameda County,65+,FEMALE,2,155
Alameda County,65+,FEMALE,3,7
Alameda County,65+,FEMALE,4,477
Alameda County,65+,FEMALE,5,7
Alameda County,65+,FEMALE,6,20
Alameda County,65+,FEMALE,7,174
Alameda County,65+,FEMALE,1,559
Alameda County,65+,FEMALE,2,133
Alameda County,65+,FEMALE,3,4
Alameda County,65+,FEMALE,4,387
Alameda County,65+,FEMALE,5,8
Alameda County,65+,FEMALE,6,15
Alameda County,65+,FEMALE,7,144
Alameda County,65+,FEMALE,1,503
Alameda County,65+,FEMALE,2,114
Alameda County,65+,FEMALE,3,2
Alameda County,65+,FEMALE,4,352
Alameda County,65+,FEMALE,5,3
Alameda County,65+,FEMALE,6,12
Alameda County,65+,FEMALE,7,122
Alameda County,65+,FEMALE,1,403
Alameda County,65+,FEMALE,2,87
Alameda County,65+,FEMALE,3,4
Alameda County,65+,FEMALE,4,225
Alameda County,65+,FEMALE,5,3
Alameda County,65+,FEMALE,6,15
Alameda County,65+,FEMALE,7,99
Alameda County,65+,FEMALE,1,311
Alameda County,65+,FEMALE,2,94
Alameda County,65+,FEMALE,3,2
Alameda County,65+,FEMALE,4,210
Alameda County,65+,FEMALE,5,2
Alameda County,65+,FEMALE,6,8
Alameda County,65+,FEMALE,7,93
Alameda County,65+,FEMALE,1,301
Alameda County,65+,FEMALE,2,79
Alameda County,65+,FEMALE,3,1
Alameda County,65+,FEMALE,4,143
Alameda County,65+,FEMALE,5,1
Alameda County,65+,FEMALE,6,5
Alameda County,65+,FEMALE,7,45
Alameda County,65+,FEMALE,1,255
Alameda County,65+,FEMALE,2,51
Alameda County,65+,FEMALE,3,1
Alameda County,65+,FEMALE,4,121
Alameda County,65+,FEMALE,5,7
Alameda County,65+,FEMALE,6,11
Alameda County,65+,FEMALE,7,45
Alameda County,65+,FEMALE,1,148
Alameda County,65+,FEMALE,2,32
Alameda County,65+,FEMALE,3,0
Alameda County,65+,FEMALE,4,71
Alameda County,65+,FEMALE,5,2
Alameda County,65+,FEMALE,6,3
Alameda County,65+,FEMALE,7,22
Alameda County,65+,FEMALE,1,93
Alameda County,65+,FEMALE,2,29
Alameda County,65+,FEMALE,3,0
