county,age_cat,sex,race7,pop
Riverside County,18-49,FEMALE,6,246
Riverside County,18-49,FEMALE,7,7441
Riverside County,18-49,FEMALE,1,4402
Riverside County,18-49,FEMALE,2,815
Riverside County,18-49,FEMALE,3,59
Riverside County,18-49,FEMALE,4,1126
Riverside County,18-49,FEMALE,5,43
Riverside County,18-49,FEMALE,6,271
Riverside County,18-49,FEMALE,7,7436
Riverside County,18-49,FEMALE,1,4683
Riverside County,18-49,FEMALE,2,788
Riverside County,18-49,FEMALE,3,54
Riverside County,18-49,FEMALE,4,1130
Riverside County,18-49,FEMALE,5,54
Riverside County,18-49,FEMALE,6,245
Riverside County,18-49,FEMALE,7,7905
Riverside County,18-49,FEMALE,1,4681
Riverside County,18-49,FEMALE,2,809
Riverside County,18-49,FEMALE,3,51
Riverside County,18-49,FEMALE,4,1196
Riverside County,18-49,FEMALE,5,42
Riverside County,18-49,FEMALE,6,248
Riverside County,18-49,FEMALE,7,7471
Riverside County,50-64,FEMALE,1,4765
Riverside County,50-64,FEMALE,2,918
Riverside County,50-64,FEMALE,3,70
Riverside County,50-64,FEMALE,4,1345
Riverside County,50-64,FEMALE,5,39
Riverside County,50-64,FEMALE,6,271
Riverside County,50-64,FEMALE,7,7573
Riverside County,50-64,FEMALE,1,5057
Riverside County,50-64,FEMALE,2,975
Riverside County,50-64,FEMALE,3,70
Riverside County,50-64,FEMALE,4,1241
Riverside County,50-64,FEMALE,5,44
Riverside County,50-64,FEMALE,6,221
Riverside County,50-64,FEMALE,7,7412
Riverside County,50-64,FEMALE,1,5541
Riverside County,50-64,FEMALE,2,984
Riverside County,50-64,FEMALE,3,61
Riverside County,50-64,FEMALE,4,1286
Riverside County,50-64,FEMALE,5,48
Riverside County,50-64,FEMALE,6,272
Riverside County,50-64,FEMALE,7,7484
Riverside County,50-64,FEMALE,1,5829
Riverside County,50-64,FEMALE,2,1058
Riverside County,50-64,FEMALE,3,62
Riverside County,50-64,FEMALE,4,1168
Riverside County,50-64,FEMALE,5,51
Riverside County,50-64,FEMALE,6,265
Riverside County,50-64,FEMALE,7,7349
Riverside County,50-64,FEMALE,1,5669
Riverside County,50-64,FEMALE,2,992
Riverside County,50-64,FEMALE,3,83
Riverside County,50-64,FEMALE,4,1210
Riverside County,50-64,FEMALE,5,39
Riverside County,50-64,FEMALE,6,212
Riverside County,50-64,FEMALE,7,7062
Riverside County,50-64,FEMALE,1,5604
Riverside County,50-64,FEMALE,2,989
Riverside County,50-64,FEMALE,3,51
Riverside County,50-64,FEMALE,4,1151
Riverside County,50-64,FEMALE,5,47
Riverside County,50-64,FEMALE,6,219
Riverside County,50-64,FEMALE,7,6709
Riverside County,50-64,FEMALE,1,5612
Riverside County,50-64,FEMALE,2,1020
Riverside County,50-64,FEMALE,3,70
Riverside County,50-64,FEMALE,4,1022
Riverside County,50-64,FEMALE,5,39
Riverside County,50-64,FEMALE,6,220
Riverside County,50-64,FEMALE,7,6400
Riverside County,50-64,FEMALE,1,6135
Riverside County,50-64,FEMALE,2,1061
Riverside County,50-64,FEMALE,3,63
Riverside County,50-64,FEMALE,4,1129
Riverside County,50-64,FEMALE,5,55
Riverside County,50-64,FEMALE,6,192
Riverside County,50-64,FEMALE,7,6334
Riverside County,50-64,FEMALE,1,6539
Riverside County,50-64,FEMALE,2,1133
Riverside County,50-64,FEMALE,3,119
Riverside County,50-64,FEMALE,4,1165
Riverside County,50-64,FEMALE,5,51
Riverside County,50-64,FEMALE,6,220
Riverside County,50-64,FEMALE,7,6363
Riverside County,50-64,FEMALE,1,7050
Riverside County,50-64,FEMALE,2,1099
Riverside County,50-64,FEMALE,3,103
Riverside County,50-64,FEMALE,4,1225
Riverside County,50-64,FEMALE,5,43
Riverside County,50-64,FEMALE,6,226
Riverside County,50-64,FEMALE,7,6038
Riverside County,50-64,FEMALE,1,7342
Riverside County,50-64,FEMALE,2,1155
Riverside County,50-64,FEMALE,3,103
Riverside County,50-64,FEMALE,4,1130
Riverside County,50-64,FEMALE,5,39
Riverside County,50-64,FEMALE,6,200
Riverside County,50-64,FEMALE,7,5905
Riverside County,50-64,FEMALE,1,7472
Riverside County,50-64,FEMALE,2,1046
Riverside County,50-64,FEMALE,3,87
Riverside County,50-64,FEMALE,4,1085
Riverside County,50-64,FEMALE,5,34
Riverside County,50-64,FEMALE,6,210
Riverside County,50-64,FEMALE,7,5462
Riverside County,50-64,FEMALE,1,7638
Riverside County,50-64,FEMALE,2,1081
Riverside County,50-64,FEMALE,3,100
Riverside County,50-64,FEMALE,4,1141
Riverside County,50-64,FEMALE,5,37
Riverside County,50-64,FEMALE,6,185
Riverside County,50-64,FEMALE,7,5431
Riverside County,50-64,FEMALE,1,7926
Riverside County,50-64,FEMALE,2,1056
Riverside County,50-64,FEMALE,3,113
Riverside County,50-64,FEMALE,4,1210
Riverside County,50-64,FEMALE,5,52
Riverside County,50-64,FEMALE,6,175
Riverside County,50-64,FEMALE,7,5207
Riverside County,50-64,FEMALE,1,7660
Riverside County,50-64,FEMALE,2,963
Riverside County,50-64,FEMALE,3,111
Riverside County,50-64,FEMALE,4,1131
Riverside County,50-64,FEMALE,5,28
Riverside County,50-64,FEMALE,6,185
Riverside County,50-64,FEMALE,7,4887
Riverside County,65+,FEMALE,1,7751
Riverside County,65+,FEMALE,2,971
Riverside County,65+,FEMALE,3,95
Riverside County,65+,FEMALE,4,1131
Riverside County,65+,FEMALE,5,18
Riverside County,65+,FEMALE,6,196
Riverside County,65+,FEMALE,7,4531
Riverside County,65+,FEMALE,1,7800
Riverside County,65+,FEMALE,2,921
Riverside County,65+,FEMALE,3,98
Riverside County,65+,FEMALE,4,1184
Riverside County,65+,FEMALE,5,37
Riverside County,65+,FEMALE,6,188
Riverside County,65+,FEMALE,7,4488
Riverside County,65+,FEMALE,1,7683
Riverside County,65+,FEMALE,2,920
Riverside County,65+,FEMALE,3,76
Riverside County,65+,FEMALE,4,1193
Riverside County,65+,FEMALE,5,31
Riverside County,65+,FEMALE,6,164
Riverside County,65+,FEMALE,7,4243
Riverside County,65+,FEMALE,1,7668
Riverside County,65+,FEMALE,2,865
Riverside County,65+,FEMALE,3,88
Riverside County,65+,FEMALE,4,1148
Riverside County,65+,FEMALE,5,28
Riverside County,65+,FEMALE,6,176
Riverside County,65+,FEMALE,7,4110
Riverside County,65+,FEMALE,1,7479
Riverside County,65+,FEMALE,2,762
Riverside County,65+,FEMALE,3,83
Riverside County,65+,FEMALE,4,1069
Riverside County,65+,FEMALE,5,33
Riverside County,65+,FEMALE,6,152
Riverside County,65+,FEMALE,7,3752
Riverside County,65+,FEMALE,1,7194
Riverside County,65+,FEMALE,2,721
Riverside County,65+,FEMALE,3,74
Riverside County,65+,FEMALE,4,1126
Riverside County,65+,FEMALE,5,30
Riverside County,65+,FEMALE,6,146
Riverside County,65+,FEMALE,7,3513
Riverside County,65+,FEMALE,1,6992
Riverside County,65+,FEMALE,2,726
Riverside County,65+,FEMALE,3,68
Riverside County,65+,FEMALE,4,964
Riverside County,65+,FEMALE,5,27
Riverside County,65+,FEMALE,6,173
Riverside County,65+,FEMALE,7,3282
Riverside County,65+,FEMALE,1,6822
Riverside County,65+,FEMALE,2,702
Riverside County,65+,FEMALE,3,60
Riverside County,65+,FEMALE,4,959
Riverside County,65+,FEMALE,5,13
Riverside County,65+,FEMALE,6,200
Riverside County,65+,FEMALE,7,3108
Riverside County,65+,FEMALE,1,6968
Riverside County,65+,FEMALE,2,632
Riverside County,65+,FEMALE,3,68
Riverside County,65+,FEMALE,4,893
Riverside County,65+,FEMALE,5,28
Riverside County,65+,FEMALE,6,179
Riverside County,65+,FEMALE,7,2970
Riverside County,65+,FEMALE,1,6553
Riverside County,65+,FEMALE,2,621
Riverside County,65+,FEMALE,3,51
Riverside County,65+,FEMALE,4,900
Riverside County,65+,FEMALE,5,16
Riverside County,65+,FEMALE,6,140
Riverside County,65+,FEMALE,7,2736
Riverside County,65+,FEMALE,1,6813
Riverside County,65+,FEMALE,2,549
Riverside County,65+,FEMALE,3,55
Riverside County,65+,FEMALE,4,857
Riverside County,65+,FEMALE,5,16
Riverside County,65+,FEMALE,6,138
Riverside County,65+,FEMALE,7,2626
Riverside County,65+,FEMALE,1,6706
Riverside County,65+,FEMALE,2,514
Riverside County,65+,FEMALE,3,59
Riverside County,65+,FEMALE,4,784
Riverside County,65+,FEMALE,5,22
Riverside County,65+,FEMALE,6,131
Riverside County,65+,FEMALE,7,2305
Riverside County,65+,FEMALE,1,5656
Riverside County,65+,FEMALE,2,441
Riverside County,65+,FEMALE,3,49
Riverside County,65+,FEMALE,4,652
Riverside County,65+,FEMALE,5,17
Riverside County,65+,FEMALE,6,88
Riverside County,65+,FEMALE,7,2086
Riverside County,65+,FEMALE,1,5281
Riverside County,65+,FEMALE,2,369
Riverside County,65+,FEMALE,3,45
Riverside County,65+,FEMALE,4,612
Riverside County,65+,FEMALE,5,17
Riverside County,65+,FEMALE,6,93
Riverside County,65+,FEMALE,7,1946
Riverside County,65+,FEMALE,1,5249
Riverside County,65+,FEMALE,2,433
Riverside County,65+,FEMALE,3,33
Riverside County,65+,FEMALE,4,543
Riverside County,65+,FEMALE,5,14
Riverside County,65+,FEMALE,6,93
Riverside County,65+,FEMALE,7,1837
Riverside County,65+,FEMALE,1,5064
Riverside County,65+,FEMALE,2,361
Riverside County,65+,FEMALE,3,53
Riverside County,65+,FEMALE,4,520
Riverside County,65+,FEMALE,5,9
Riverside County,65+,FEMALE,6,81
Riverside County,65+,FEMALE,7,1623
Riverside County,65+,FEMALE,1,4522
Riverside County,65+,FEMALE,2,319
Riverside County,65+,FEMALE,3,31
Riverside County,65+,FEMALE,4,446
Riverside County,65+,FEMALE,5,14
Riverside County,65+,FEMALE,6,65
Riverside County,65+,FEMALE,7,1472
Riverside County,65+,FEMALE,1,4007
Riverside County,65+,FEMALE,2,282
Riverside County,65+,FEMALE,3,28
Riverside County,65+,FEMALE,4,374
Riverside County,65+,FEMALE,5,9
Riverside County,65+,FEMALE,6,55
Riverside County,65+,FEMALE,7,1262
Riverside County,65+,FEMALE,1,3738
Riverside County,65+,FEMALE,2,269
Riverside County,65+,FEMALE,3,23
Riverside County,65+,FEMALE,4,374
Riverside County,65+,FEMALE,5,13
Riverside County,65+,FEMALE,6,54
Riverside County,65+,FEMALE,7,1226
Riverside County,65+,FEMALE,1,3456
Riverside County,65+,FEMALE,2,237
Riverside County,65+,FEMALE,3,17
Riverside County,65+,FEMALE,4,353
Riverside County,65+,FEMALE,5,5
Riverside County,65+,FEMALE,6,47
Riverside County,65+,FEMALE,7,1121
Riverside County,65+,FEMALE,1,3349
Riverside County,65+,FEMALE,2,216
Riverside County,65+,FEMALE,3,26
Riverside County,65+,FEMALE,4,311
Riverside County,65+,FEMALE,5,5
Riverside County,65+,FEMALE,6,37
Riverside County,65+,FEMALE,7,957
Riverside County,65+,FEMALE,1,2926
Riverside County,65+,FEMALE,2,155
Riverside County,65+,FEMALE,3,18
Riverside County,65+,FEMALE,4,232
Riverside County,65+,FEMALE,5,4
Riverside County,65+,FEMALE,6,27
Riverside County,65+,FEMALE,7,905
Riverside County,65+,FEMALE,1,2614
Riverside County,65+,FEMALE,2,175
Riverside County,65+,FEMALE,3,19
Riverside County,65+,FEMALE,4,234
Riverside County,65+,FEMALE,5,3
Riverside County,65+,FEMALE,6,36
Riverside County,65+,FEMALE,7,791
Riverside County,65+,FEMALE,1,2420
Riverside County,65+,FEMALE,2,139
Riverside County,65+,FEMALE,3,10
Riverside County,65+,FEMALE,4,187
Riverside County,65+,FEMALE,5,4
Riverside County,65+,FEMALE,6,22
Riverside County,65+,FEMALE,7,673
Riverside County,65+,FEMALE,1,2031
Riverside County,65+,FEMALE,2,146
Riverside County,65+,FEMALE,3,14
Riverside County,65+,FEMALE,4,167
Riverside County,65+,FEMALE,5,8
Riverside County,65+,FEMALE,6,17
Riverside County,65+,FEMALE,7,620
Riverside County,65+,FEMALE,1,1943
Riverside County,65+,FEMALE,2,95
Riverside County,65+,FEMALE,3,12
Riverside County,65+,FEMALE,4,154
Riverside County,65+,FEMALE,5,6
Riverside County,65+,FEMALE,6,18
Riverside County,65+,FEMALE,7,470
Riverside County,65+,FEMALE,1,1708
Riverside County,65+,FEMALE,2,98
Riverside County,65+,FEMALE,3,12
Riverside County,65+,FEMALE,4,139
Riverside County,65+,FEMALE,5,6
Riverside County,65+,FEMALE,6,15
Riverside County,65+,FEMALE,7,423
Riverside County,65+,FEMALE,1,1522
Riverside County,65+,FEMALE,2,65
Riverside County,65+,FEMALE,3,14
Riverside County,65+,FEMALE,4,112
Riverside County,65+,FEMALE,5,3
Riverside County,65+,FEMALE,6,15
Riverside County,65+,FEMALE,7,401
Riverside County,65+,FEMALE,1,1292
Riverside County,65+,FEMALE,2,62
Riverside County,65+,FEMALE,3,5
Riverside County,65+,FEMALE,4,72
Riverside County,65+,FEMALE,5,0
Riverside County,65+,FEMALE,6,13
Riverside County,65+,FEMALE,7,298
Riverside County,65+,FEMALE,1,980
Riverside County,65+,FEMALE,2,45
Riverside County,65+,FEMALE,3,3
Riverside County,65+,FEMALE,4,72
Riverside County,65+,FEMALE,5,0
Riverside County,65+,FEMALE,6,11
Riverside County,65+,FEMALE,7,268
Riverside County,65+,FEMALE,1,882
Riverside County,65+,FEMALE,2,29
Riverside County,65+,FEMALE,3,2
Riverside County,65+,FEMALE,4,46
Riverside County,65+,FEMALE,5,3
Riverside County,65+,FEMALE,6,7
Riverside County,65+,FEMALE,7,190
Riverside County,65+,FEMALE,1,736
Riverside County,65+,FEMALE,2,25
Riverside County,65+,FEMALE,3,0
Riverside County,65+,FEMALE,4,31
Riverside County,65+,FEMALE,5,3
Riverside County,65+,FEMALE,6,3
Riverside County,65+,FEMALE,7,146
Riverside County,65+,FEMALE,1,517
Riverside County,65+,FEMALE,2,25
Riverside County,65+,FEMALE,3,2
Riverside County,65+,FEMALE,4,27
Riverside County,65+,FEMALE,5,3
Riverside County,65+,FEMALE,6,6
Riverside County,65+,FEMALE,7,88
Riverside County,65+,FEMALE,1,352
Riverside County,65+,FEMALE,2,16
Riverside County,65+,FEMALE,3,5
Riverside County,65+,FEMALE,4,12
Riverside County,65+,FEMALE,5,0
Riverside County,65+,FEMALE,6,2
Riverside County,65+,FEMALE,7,68
Riverside County,65+,FEMALE,1,270
Riverside County,65+,FEMALE,2,7
Riverside County,65+,FEMALE,3,1
Riverside County,65+,FEMALE,4,10
Riverside County,65+,FEMALE,5,0
Riverside County,65+,FEMALE,6,2
Riverside County,65+,FEMALE,7,53
Riverside County,65+,FEMALE,1,186
Riverside County,65+,FEMALE,2,6
Riverside County,65+,FEMALE,3,4
Riverside County,65+,FEMALE,4,10
Riverside County,65+,FEMALE,5,0
Riverside County,65+,FEMALE,6,1
Riverside County,65+,FEMALE,7,36
Riverside County,65+,FEMALE,1,91
Riverside County,65+,FEMALE,2,1
Riverside County,65+,FEMALE,3,0
Riverside County,65+,FEMALE,4,6
Riverside County,65+,FEMALE,5,0
Riverside County,65+,FEMALE,6,1
Riverside County,65+,FEMALE,7,23
Riverside County,65+,FEMALE,1,30
Riverside County,65+,FEMALE,2,1
Riverside County,65+,FEMALE,3,1
Riverside County,65+,FEMALE,4,4
Riverside County,65+,FEMALE,5,0
Riverside County,65+,FEMALE,6,0
Riverside County,65+,FEMALE,7,15
Riverside County,65+,FEMALE,1,1
Riverside County,65+,FEMALE,2,0
Riverside County,65+,FEMALE,3,1
Riverside County,65+,FEMALE,4,1
Riverside County,65+,FEMALE,5,0
Riverside County,65+,FEMALE,6,0
Riverside County,65+,FEMALE,7,0
Riverside County,65+,FEMALE,1,0
Riverside County,65+,FEMALE,2,0
Riverside County,65+,FEMALE,3,0
Riverside County,65+,FEMALE,4,1
Riverside County,65+,FEMALE,5,0
Riverside County,65+,FEMALE,6,0
Riverside County,65+,FEMALE,7,0
Riverside County,65+,FEMALE,1,0
Riverside County,65+,FEMALE,2,0
Riverside County,65+,FEMALE,3,0
Riverside County,65+,FEMALE,4,0
Riverside County,65+,FEMALE,5,0
Riverside County,65+,FEMALE,6,0
Riverside County,65+,FEMALE,7,0
Riverside County,65+,FEMALE,1,0
Riverside County,65+,FEMALE,2,0
Riverside County,65+,FEMALE,3,0
Riverside County,65+,FEMALE,4,0
Riverside County,65+,FEMALE,5,0
Riverside County,65+,FEMALE,6,0
Riverside County,65+,FEMALE,7,0
Riverside County,65+,FEMALE,1,0
Riverside County,65+,FEMALE,2,0
Riverside County,65+,FEMALE,3,0
Riverside County,65+,FEMALE,4,0
Riverside County,65+,FEMALE,5,0
Riverside County,65+,FEMALE,6,0
Riverside County,65+,FEMALE,7,0
Riverside County,65+,FEMALE,1,0
Riverside County,65+,FEMALE,2,0
Riverside County,65+,FEMALE,3,0
Riverside County,65+,FEMALE,4,0
Riverside County,65+,FEMALE,5,0
Riverside County,65+,FEMALE,6,0
Riverside County,65+,FEMALE,7,0
Riverside County,65+,FEMALE,1,0
Riverside County,65+,FEMALE,2,0
Riverside County,65+,FEMALE,3,0
Riverside County,65+,FEMALE,4,0
Riverside County,65+,FEMALE,5,0
Riverside County,65+,FEMALE,6,0
Riverside County,65+,FEMALE,7,0
Riverside County,65+,FEMALE,1,1
Riverside County,65+,FEMALE,2,1
Riverside County,65+,FEMALE,3,0
Riverside County,65+,FEMALE,4,0
Riverside County,65+,FEMALE,5,0
Riverside County,65+,FEMALE,6,0
Riverside County,65+,FEMALE,7,0
Riverside County,0-17,MALE,1,4746
Riverside County,0-17,MALE,2,994
Riverside County,0-17,MALE,3,82
Riverside County,0-17,MALE,4,668
Riverside County,0-17,MALE,5,44
Riverside County,0-17,MALE,6,564
Riverside County,0-17,MALE,7,8136
Riverside County,0-17,MALE,1,4567
Riverside County,0-17,MALE,2,950
Riverside County,0-17,MALE,3,76
Riverside County,0-17,MALE,4,728
Riverside County,0-17,MALE,5,41
Riverside County,0-17,MALE,6,545
Riverside County,0-17,MALE,7,8057
Riverside County,0-17,MALE,1,4833
Riverside County,0-17,MALE,2,946
Riverside County,0-17,MALE,3,94
Riverside County,0-17,MALE,4,708
Riverside County,0-17,MALE,5,43
Riverside County,0-17,MALE,6,570
Riverside County,0-17,MALE,7,8108
Riverside County,0-17,MALE,1,4938
Riverside County,0-17,MALE,2,962
Riverside County,0-17,MALE,3,88
Riverside County,0-17,MALE,4,774
Riverside County,0-17,MALE,5,35
Riverside County,0-17,MALE,6,562
Riverside County,0-17,MALE,7,8393
Riverside County,0-17,MALE,1,5020
Riverside County,0-17,MALE,2,1006
Riverside County,0-17,MALE,3,81
Riverside County,0-17,MALE,4,854
Riverside County,0-17,MALE,5,43
Riverside County,0-17,MALE,6,593
Riverside County,0-17,MALE,7,8447
Riverside County,0-17,MALE,1,4465
Riverside County,0-17,MALE,2,893
Riverside County,0-17,MALE,3,78
Riverside County,0-17,MALE,4,988
Riverside County,0-17,MALE,5,41
Riverside County,0-17,MALE,6,584
Riverside County,0-17,MALE,7,8849
Riverside County,0-17,MALE,1,4559
Riverside County,0-17,MALE,2,832
Riverside County,0-17,MALE,3,60
Riverside County,0-17,MALE,4,1001
Riverside County,0-17,MALE,5,58
Riverside County,0-17,MALE,6,529
Riverside County,0-17,MALE,7,9112
Riverside County,0-17,MALE,1,4633
Riverside County,0-17,MALE,2,895
Riverside County,0-17,MALE,3,71
Riverside County,0-17,MALE,4,787
Riverside County,0-17,MALE,5,37
Riverside County,0-17,MALE,6,557
Riverside County,0-17,MALE,7,9090
Riverside County,0-17,MALE,1,4802
Riverside County,0-17,MALE,2,875
Riverside County,0-17,MALE,3,61
Riverside County,0-17,MALE,4,967
Riverside County,0-17,MALE,5,48
Riverside County,0-17,MALE,6,548
Riverside County,0-17,MALE,7,9235
Riverside County,0-17,MALE,1,4884
Riverside County,0-17,MALE,2,962
Riverside County,0-17,MALE,3,85
Riverside County,0-17,MALE,4,860
Riverside County,0-17,MALE,5,35
Riverside County,0-17,MALE,6,555
Riverside County,0-17,MALE,7,9299
Riverside County,0-17,MALE,1,4916
Riverside County,0-17,MALE,2,877
Riverside County,0-17,MALE,3,70
Riverside County,0-17,MALE,4,858
Riverside County,0-17,MALE,5,39
Riverside County,0-17,MALE,6,540
Riverside County,0-17,MALE,7,9279
Riverside County,0-17,MALE,1,5066
Riverside County,0-17,MALE,2,922
Riverside County,0-17,MALE,3,79
Riverside County,0-17,MALE,4,806
Riverside County,0-17,MALE,5,36
Riverside County,0-17,MALE,6,495
Riverside County,0-17,MALE,7,9282
Riverside County,0-17,MALE,1,5184
Riverside County,0-17,MALE,2,1025
Riverside County,0-17,MALE,3,75
Riverside County,0-17,MALE,4,757
Riverside County,0-17,MALE,5,54
Riverside County,0-17,MALE,6,528
Riverside County,0-17,MALE,7,9841
Riverside County,0-17,MALE,1,4324
Riverside County,0-17,MALE,2,931
Riverside County,0-17,MALE,3,82
Riverside County,0-17,MALE,4,714
Riverside County,0-17,MALE,5,49
Riverside County,0-17,MALE,6,617
Riverside County,0-17,MALE,7,10237
Riverside County,0-17,MALE,1,4454
Riverside County,0-17,MALE,2,996
Riverside County,0-17,MALE,3,82
Riverside County,0-17,MALE,4,759
Riverside County,0-17,MALE,5,33
Riverside County,0-17,MALE,6,641
Riverside County,0-17,MALE,7,10734
Riverside County,0-17,MALE,1,4982
Riverside County,0-17,MALE,2,1108
Riverside County,0-17,MALE,3,66
Riverside County,0-17,MALE,4,811
Riverside County,0-17,MALE,5,50
Riverside County,0-17,MALE,6,692
Riverside County,0-17,MALE,7,11340
Riverside County,0-17,MALE,1,4868
Riverside County,0-17,MALE,2,1141
Riverside County,0-17,MALE,3,98
Riverside County,0-17,MALE,4,833
Riverside County,0-17,MALE,5,43
Riverside County,0-17,MALE,6,650
Riverside County,0-17,MALE,7,11308
Riverside County,0-17,MALE,1,4731
Riverside County,0-17,MALE,2,1098
Riverside County,0-17,MALE,3,78
Riverside County,0-17,MALE,4,840
Riverside County,0-17,MALE,5,60
Riverside County,0-17,MALE,6,620
Riverside County,0-17,MALE,7,11009
Riverside County,18-49,MALE,1,4719
Riverside County,18-49,MALE,2,1176
Riverside County,18-49,MALE,3,81
Riverside County,18-49,MALE,4,1144
Riverside County,18-49,MALE,5,52
Riverside County,18-49,MALE,6,641
Riverside County,18-49,MALE,7,10782
Riverside County,18-49,MALE,1,4839
Riverside County,18-49,MALE,2,1254
Riverside County,18-49,MALE,3,74
Riverside County,18-49,MALE,4,1222
Riverside County,18-49,MALE,5,58
Riverside County,18-49,MALE,6,631
Riverside County,18-49,MALE,7,11003
Riverside County,18-49,MALE,1,4690
Riverside County,18-49,MALE,2,1147
Riverside County,18-49,MALE,3,89
Riverside County,18-49,MALE,4,1020
Riverside County,18-49,MALE,5,51
Riverside County,18-49,MALE,6,676
Riverside County,18-49,MALE,7,10945
Riverside County,18-49,MALE,1,4662
Riverside County,18-49,MALE,2,1174
Riverside County,18-49,MALE,3,77
Riverside County,18-49,MALE,4,961
Riverside County,18-49,MALE,5,45
Riverside County,18-49,MALE,6,615
Riverside County,18-49,MALE,7,10766
Riverside County,18-49,MALE,1,4728
Riverside County,18-49,MALE,2,1102
Riverside County,18-49,MALE,3,83
Riverside County,18-49,MALE,4,901
Riverside County,18-49,MALE,5,50
Riverside County,18-49,MALE,6,646
Riverside County,18-49,MALE,7,10950
Riverside County,18-49,MALE,1,4651
Riverside County,18-49,MALE,2,1098
Riverside County,18-49,MALE,3,61
Riverside County,18-49,MALE,4,831
Riverside County,18-49,MALE,5,39
Riverside County,18-49,MALE,6,674
Riverside County,18-49,MALE,7,10964
Riverside County,18-49,MALE,1,4598
Riverside County,18-49,MALE,2,1052
Riverside County,18-49,MALE,3,69
Riverside County,18-49,MALE,4,866
Riverside County,18-49,MALE,5,50
Riverside County,18-49,MALE,6,668
Riverside County,18-49,MALE,7,10700
Riverside County,18-49,MALE,1,4780
Riverside County,18-49,MALE,2,1238
Riverside County,18-49,MALE,3,69
Riverside County,18-49,MALE,4,840
Riverside County,18-49,MALE,5,51
Riverside County,18-49,MALE,6,601
Riverside County,18-49,MALE,7,10509
Riverside County,18-49,MALE,1,4969
Riverside County,18-49,MALE,2,1166
Riverside County,18-49,MALE,3,85
Riverside County,18-49,MALE,4,888
Riverside County,18-49,MALE,5,39
Riverside County,18-49,MALE,6,557
Riverside County,18-49,MALE,7,10311
Riverside County,18-49,MALE,1,5261
Riverside County,18-49,MALE,2,1288
Riverside County,18-49,MALE,3,85
Riverside County,18-49,MALE,4,892
Riverside County,18-49,MALE,5,61
Riverside County,18-49,MALE,6,598
Riverside County,18-49,MALE,7,10374
Riverside County,18-49,MALE,1,5253
Riverside County,18-49,MALE,2,1335
Riverside County,18-49,MALE,3,85
Riverside County,18-49,MALE,4,874
Riverside County,18-49,MALE,5,55
Riverside County,18-49,MALE,6,540
Riverside County,18-49,MALE,7,10365
Riverside County,18-49,MALE,1,5581
Riverside County,18-49,MALE,2,1441
Riverside County,18-49,MALE,3,75
Riverside County,18-49,MALE,4,802
Riverside County,18-49,MALE,5,48
Riverside County,18-49,MALE,6,529
Riverside County,18-49,MALE,7,10665
Riverside County,18-49,MALE,1,5680
Riverside County,18-49,MALE,2,1448
Riverside County,18-49,MALE,3,79
Riverside County,18-49,MALE,4,876
Riverside County,18-49,MALE,5,56
Riverside County,18-49,MALE,6,535
Riverside County,18-49,MALE,7,10804
Riverside County,18-49,MALE,1,5673
Riverside County,18-49,MALE,2,1351
Riverside County,18-49,MALE,3,84
Riverside County,18-49,MALE,4,1146
Riverside County,18-49,MALE,5,65
Riverside County,18-49,MALE,6,465
Riverside County,18-49,MALE,7,10337
Riverside County,18-49,MALE,1,5282
Riverside County,18-49,MALE,2,1359
Riverside County,18-49,MALE,3,98
Riverside County,18-49,MALE,4,1290
Riverside County,18-49,MALE,5,57
Riverside County,18-49,MALE,6,484
Riverside County,18-49,MALE,7,9841
Riverside County,18-49,MALE,1,5186
Riverside County,18-49,MALE,2,1206
Riverside County,18-49,MALE,3,95
Riverside County,18-49,MALE,4,1247
Riverside County,18-49,MALE,5,52
Riverside County,18-49,MALE,6,399
Riverside County,18-49,MALE,7,9013
Riverside County,18-49,MALE,1,5005
Riverside County,18-49,MALE,2,1118
Riverside County,18-49,MALE,3,70
Riverside County,18-49,MALE,4,1263
Riverside County,18-49,MALE,5,55
Riverside County,18-49,MALE,6,370
Riverside County,18-49,MALE,7,8692
Riverside County,18-49,MALE,1,4881
Riverside County,18-49,MALE,2,1012
Riverside County,18-49,MALE,3,87
Riverside County,18-49,MALE,4,1091
Riverside County,18-49,MALE,5,37
Riverside County,18-49,MALE,6,339
Riverside County,18-49,MALE,7,8359
Riverside County,18-49,MALE,1,4922
Riverside County,18-49,MALE,2,1058
Riverside County,18-49,MALE,3,72
Riverside County,18-49,MALE,4,964
Riverside County,18-49,MALE,5,61
Riverside County,18-49,MALE,6,320
Riverside County,18-49,MALE,7,8190
Riverside County,18-49,MALE,1,4931
Riverside County,18-49,MALE,2,1005
Riverside County,18-49,MALE,3,77
Riverside County,18-49,MALE,4,914
Riverside County,18-49,MALE,5,42
Riverside County,18-49,MALE,6,358
Riverside County,18-49,MALE,7,8281
Riverside County,18-49,MALE,1,5127
Riverside County,18-49,MALE,2,985
Riverside County,18-49,MALE,3,74
Riverside County,18-49,MALE,4,933
Riverside County,18-49,MALE,5,37
Riverside County,18-49,MALE,6,299
Riverside County,18-49,MALE,7,8074
Riverside County,18-49,MALE,1,5279
Riverside County,18-49,MALE,2,1035
Riverside County,18-49,MALE,3,69
Riverside County,18-49,MALE,4,915
Riverside County,18-49,MALE,5,53
Riverside County,18-49,MALE,6,277
Riverside County,18-49,MALE,7,8083
Riverside County,18-49,MALE,1,5242
